date,tube,loc,reason,notes
2012-06-08,3,55,water,
2012-06-08,4,40,water,
2012-06-08,4,45,water,
2012-06-08,4,50,water,
2012-06-08,5,80,blur,
2012-06-08,5,105,water,
2012-06-08,6,55,blur,
2012-06-08,7,30,water,
2012-06-08,7,35,water,
2012-06-08,7,40,water,
2012-06-08,7,45,water,
2012-06-08,8,5,daylight,
2012-06-08,8,10,blur,
2012-06-08,8,100,fog,
2012-06-05,11,20,water,
2012-06-05,11,25,water,
2012-06-05,11,35,blur,
2012-06-05,11,55,blur,
2012-06-05,12,25,blur,
2012-06-05,13,5,scratches,
2012-06-05,13,10,scratches,
2012-06-05,16,20,water,
2012-06-08,17,25,reflections,
2012-06-08,18,40,blur,
2012-06-08,19,45,mistraced, "CKB overruled log by checking image thumbnail. CHECK THIS again in winrhizo"
2012-06-08,20,45,blur, 
2012-06-08,20,105,water,
2012-06-07,21,1,wrong location,image is a duplicate of location 40
2012-06-07,21,45,wrong location,image is a duplicate of location 40
2012-06-07,21,50,wrong location,image is a duplicate of location 40
2012-06-07,21,55,wrong location,image is a duplicate of location 40
2012-06-07,21,60,wrong location,image is a duplicate of location 40
2012-06-07,21,65,wrong location,image is a duplicate of location 40
2012-06-07,21,70,wrong location,image is a duplicate of location 40
2012-06-07,21,75,wrong location,image is a duplicate of location 40
2012-06-07,24,5,daylight,
2012-06-08,25,40,water,
2012-06-08,25,45,water,
2012-06-08,25,50,water,
2012-06-08,25,100,water,
2012-06-08,28,5,tape,
2012-06-08,28,80,blur,
2012-06-08,28,85,blur,
2012-06-08,28,95,blur,
2012-06-08,28,100,blur,
2012-06-08,29,60,water,
2012-06-08,30,5,tape,
2012-06-08,30,15,blur,
2012-06-08,30,45,blur,
2012-06-08,32,35,blur,
2012-06-07,41,80,blur,
2012-06-07,42,105,blur,
2012-06-07,43,10,blur,
2012-06-07,43,40,blur,
2012-06-07,48,10,blur,
2012-06-07,48,35,blur,
2012-06-07,49,95,blur,
2012-06-07,52,90,blur,
2012-06-07,54,95,water,
2012-06-07,54,100,water,
2012-06-07,54,105,water,
2012-06-07,54,110,water,
2012-06-07,55,90,blur,
2012-06-05,59,5,daylight,
2012-06-05,63,20,blur,
2012-06-05,64,40,blur,
2012-06-07,66,50,blur,
2012-06-07,70,55,blur,
2012-06-07,71,30,blur,
2012-06-07,71,90,blur,
2012-06-07,71,100,blur,
2012-06-07,72,40,water,
2012-06-08,74,10,scratches, "CKB says CHECK. probably can actually be traced"
2012-06-08,77,30,blur,
2012-06-05,82,20,water,
2012-06-05,82,75,water,
2012-06-05,83,20,mud,
2012-06-05,84,50,blur,
2012-06-05,85,45,blur,
2012-06-05,86,20,blur,
2012-06-05,86,30,blur,
2012-06-05,88,20,blur,
2012-06-07,96,5,daylight,
2012-06-22,1,5,daylight
2012-06-22,2,5,scratches
2012-06-22,6,70,blur
2012-06-22,7,80,blur
2012-06-22,8,70,blur
2012-06-22,8,75,blur
2012-06-22,8,80,blur
2012-06-20,17,25,mud
2012-06-20,17,95,blur
2012-06-20,17,105,blur
2012-06-20,18,15,blur
2012-06-20,18,60,blur
2012-06-20,20,5,daylight
2012-06-21,21,10,blur
2012-06-21,21,115,bluescreen
2012-06-21,22,5,daylight
2012-06-21,23,5,blur
2012-06-21,24,5,bluescreen
2012-06-21,24,10,bluescreen
2012-06-21,24,15,bluescreen
2012-06-22,25,5,tape
2012-06-22,25,40,water
2012-06-22,25,45,water
2012-06-22,25,50,water
2012-06-22,25,90,water
2012-06-22,25,95,water
2012-06-22,25,100,water
2012-06-22,25,105,water
2012-06-22,26,105,scratches
2012-06-22,26,110,scratches
2012-06-22,27,20,dark
2012-06-22,27,60,blur
2012-06-22,27,110,dark
2012-06-22,28,5,daylight
2012-06-22,28,65,blur
2012-06-22,28,75,blur
2012-06-22,29,90,water
2012-06-20,35,40,blur
2012-06-20,35,45,blur
2012-06-20,36,35,blur
2012-06-20,39,5,tape
2012-06-20,39,10,tape
2012-06-20,41,5,daylight
2012-06-20,41,30,blur
2012-06-20,41,80,blur
2012-06-20,41,90,blur
2012-06-20,41,95,blur
2012-06-20,41,110,blur
2012-06-20,42,10,blur
2012-06-20,42,70,blur
2012-06-20,42,75,blur
2012-06-20,42,80,blur
2012-06-20,42,85,blur
2012-06-20,42,100,blur
2012-06-20,42,105,blur
2012-06-20,43,60,blur
2012-06-20,43,65,dark
2012-06-20,43,70,dark
2012-06-20,43,80,dark
2012-06-20,43,85,dark
2012-06-20,44,5,daylight
2012-06-20,44,75,blur
2012-06-20,44,95,blur
2012-06-20,44,105,blur
2012-06-21,46,100,blur
2012-06-22,50,90,mud
2012-06-22,50,95,mud
2012-06-22,50,100,mud
2012-06-22,50,105,mud
2012-06-22,50,110,mud
2012-06-22,51,5,daylight
2012-06-22,51,10,daylight
2012-06-22,51,105,blur
2012-06-22,52,5,daylight
2012-06-22,52,25,blur
2012-06-22,52,105,blur
2012-06-22,54,15,mud
2012-06-22,54,80,water
2012-06-22,54,85,water
2012-06-22,54,90,water
2012-06-22,54,95,water
2012-06-22,54,100,water
2012-06-22,56,15,blur
2012-06-20,58,50,blur
2012-06-20,58,70,blur
2012-06-20,59,5,daylight
2012-06-20,59,10,daylight
2012-06-20,59,45,blur
2012-06-20,65,45,water
2012-06-20,66,35,water
2012-06-20,66,110,dark
2012-06-20,67,5,tape
2012-06-20,68,5,tape
2012-06-21,70,5,untraced,Trace this and then remove these entries!
2012-06-21,70,10,untraced,Trace this and then remove these entries!
2012-06-21,70,15,untraced,Trace this and then remove these entries!
2012-06-21,70,20,untraced,Trace this and then remove these entries!
2012-06-21,70,25,untraced,Trace this and then remove these entries!
2012-06-21,70,30,untraced,Trace this and then remove these entries!
2012-06-21,70,35,untraced,Trace this and then remove these entries!
2012-06-21,70,40,untraced,Trace this and then remove these entries!
2012-06-21,70,45,untraced,Trace this and then remove these entries!
2012-06-21,70,50,untraced,Trace this and then remove these entries!
2012-06-21,70,50,untraced,Trace this and then remove these entries!
2012-06-21,70,60,untraced,Trace this and then remove these entries!
2012-06-21,70,65,untraced,Trace this and then remove these entries!
2012-06-21,70,70,untraced,Trace this and then remove these entries!
2012-06-21,70,75,untraced,Trace this and then remove these entries!
2012-06-21,70,80,untraced,Trace this and then remove these entries!
2012-06-21,70,85,untraced,Trace this and then remove these entries!
2012-06-21,70,90,untraced,Trace this and then remove these entries!
2012-06-21,70,95,untraced,Trace this and then remove these entries!
2012-06-21,70,100,untraced,Trace this and then remove these entries!
2012-06-21,70,105,untraced,Trace this and then remove these entries!
2012-06-21,70,110,untraced,Trace this and then remove these entries!
2012-06-21,71,90,blur
2012-06-21,71,100,blur
2012-06-21,72,40,water
2012-06-21,72,50,water
2012-06-21,73,1,black
2012-06-22,77,35,blur
2012-06-22,77,105,blur
2012-06-22,77,110,blur
2012-06-22,78,100,water
2012-06-21,80,115,wrong location,Image shows a calibration grid.
2012-06-20,81,5,daylight
2012-06-20,82,5,tape
2012-06-20,82,10,tape
2012-06-20,82,75,water
2012-06-20,83,5,daylight
2012-06-20,86,20,blur
2012-06-20,88,25,blur
2012-06-20,89,85,blur
2012-06-20,89,90,blur
2012-06-20,89,95,blur
2012-06-20,89,110,blur
2012-06-20,90,10,blur
2012-06-20,90,95,blur
2012-06-20,90,100,blur
2012-06-20,90,105,blur
2012-06-20,90,110,blur
2012-06-20,91,35,blur
2012-06-21,95,40,blur
2012-06-21,95,80,blur
2012-08-07,1,5,daylight
2012-08-07,1,10,daylight
2012-08-07,1,15,blur
2012-08-07,1,45,scratches
2012-08-07,2,5,daylight
2012-08-07,2,40,scratches,REVISIT: CKB thinks this can be traced.
2012-08-07,3,15,blur
2012-08-07,5,50,blur
2012-08-07,5,90,blur
2012-08-07,8,5,daylight
2012-08-07,8,55,blur
2012-08-07,8,95,blur
2012-08-03,9,105,blur,REVISIT: CKB thinks this can be traced.
2012-08-03,11,5,daylight
2012-08-03,11,90,blur
2012-08-03,13,5,blur
2012-08-03,13,10,blur
2012-08-03,13,15,blur
2012-08-03,13,45,blur
2012-08-06,17,5,daylight
2012-08-06,17,25,mud
2012-08-06,20,5,daylight
2012-08-06,21,105,blur,REVISIT: CKB thinks this can be traced.
2012-08-06,21,110,blur,REVISIT: CKB thinks this can be traced.
2012-08-06,22,5,daylight
2012-08-06,23,5,daylight
2012-08-06,23,10,daylight
2012-08-06,23,105,blur,REVISIT: CKB thinks this can be traced.
2012-08-06,23,110,blur,REVISIT: CKB thinks this can be traced.
2012-08-06,24,5,daylight
2012-08-06,24,105,blur,REVISIT: CKB thinks this can be traced.
2012-08-06,24,110,blur,REVISIT: CKB thinks this can be traced.
2012-08-07,25,5,daylight
2012-08-07,25,50,blur
2012-08-07,25,95,blur
2012-08-07,25,100,water
2012-08-07,25,105,water
2012-08-07,25,110,water
2012-08-07,26,5,blur
2012-08-07,26,10,blur
2012-08-07,26,110,blur
2012-08-07,27,90,blur
2012-08-07,28,65,blur
2012-08-07,28,75,blur
2012-08-07,28,80,blur
2012-08-07,28,85,blur
2012-08-07,28,90,blur
2012-08-07,28,95,blur
2012-08-07,28,100,blur
2012-08-07,28,105,blur
2012-08-07,28,110,blur
2012-08-07,30,15,blur
2012-08-07,30,70,blur
2012-08-03,33,105,blur,REVISIT: CKB thinks this can be traced.
2012-08-03,34,110,blur,REVISIT: CKB thinks this can be traced.
2012-08-03,36,70,scratches
2012-08-03,36,75,scratches
2012-08-03,36,80,scratches
2012-08-03,36,95,blur
2012-08-03,36,105,scratches
2012-08-03,36,110,scratches
2012-08-02,37,75,blur
2012-08-02,37,105,blur,REVISIT: CKB thinks this can be traced.
2012-08-02,39,5,tape
2012-08-02,39,10,tape
2012-08-02,39,15,blur
2012-08-02,39,20,blur
2012-08-02,39,25,blur
2012-08-06,41,5,daylight
2012-08-06,42,105,blur
2012-08-06,44,105,blur
2012-08-06,44,110,blur
2012-08-06,45,100,blur
2012-08-06,46,100,blur
2012-08-06,46,105,blur
2012-08-06,46,110,blur
2012-08-06,49,105,blur
2012-08-06,50,55,blur
2012-08-06,50,100,scratches
2012-08-06,50,105,scratches
2012-08-06,51,5,tape
2012-08-06,52,5,daylight
2012-08-06,54,60,blur
2012-08-06,54,80,blur
2012-08-06,54,85,blur
2012-08-06,54,90,blur
2012-08-06,54,95,blur
2012-08-06,54,100,blur
2012-08-06,54,105,blur
2012-08-06,54,110,blur
2012-08-03,58,70,blur
2012-08-03,59,5,daylight
2012-08-03,61,6,wrong tube
2012-08-02,63,25,blur
2012-08-02,63,45,blur
2012-08-06,66,30,blur
2012-08-06,67,5,tape
2012-08-06,68,5,tape
2012-08-06,68,115,bluescreen
2012-08-06,69,100,blur
2012-08-06,69,105,blur
2012-08-06,71,90,blur
2012-08-06,71,95,blur
2012-08-06,71,100,blur
2012-08-06,71,105,blur
2012-08-06,71,110,blur
2012-08-06,72,10,blur
2012-08-06,72,105,blur,REVISIT: CKB thinks this can be traced.
2012-08-06,72,110,blur,REVISIT: CKB thinks this can be traced.
2012-08-07,76,95,blur
2012-08-07,77,15,mud
2012-08-07,77,20,mud
2012-08-07,77,90,blur
2012-08-07,77,95,blur
2012-08-07,77,110,blur
2012-08-07,78,40,incomplete trace,REVISIT: usable if large untraced root added
2012-08-07,78,70,blur
2012-08-07,79,5,daylight
2012-08-07,79,10,blur
2012-08-07,80,100,blur
2012-08-03,81,5,daylight
2012-08-03,83,5,daylight
2012-08-03,84,5,daylight
2012-08-03,85,50,blur
2012-08-03,85,65,duplicate image
2012-08-03,87,10,bluescreen
2012-08-03,89,80,blur
2012-08-03,89,85,blur
2012-08-03,89,100,blur
2012-08-03,89,110,blur
2012-08-03,90,15,dark
2012-08-03,90,30,bluescreen
2012-08-03,90,60,blur
2012-08-03,90,85,blur
2012-08-03,90,90,blur
2012-08-06,93,5,daylight
2012-08-06,94,5,daylight
2012-08-06,96,5,tape
2012-08-06,96,10,daylight
2012-08-30,1,5,daylight
2012-08-30,1,10,daylight
2012-08-30,2,5,tape
2012-08-30,3,5,daylight
2012-08-30,4,10,scratches
2012-08-30,5,5,tape
2012-08-30,8,5,daylight
2012-08-30,8,30,blur
2012-08-31,9,105,water,REVISIT: CKB thinks this can be traced.
2012-08-31,9,110,water,REVISIT: CKB thinks this can be traced.
2012-08-31,11,50,blur
2012-08-31,11,90,blur
2012-08-31,11,95,blur
2012-08-31,12,55,water
2012-08-30,15,5,daylight
2012-08-30,15,75,blur
2012-08-30,16,95,water
2012-08-30,17,5,daylight
2012-08-30,18,5,daylight
2012-08-30,20,5,daylight
2012-08-30,22,5,daylight
2012-08-30,23,5,daylight
2012-08-30,23,10,daylight
2012-08-29,25,5,daylight
2012-08-29,27,45,blur
2012-08-31,36,15,mud
2012-08-31,39,5,tape
2012-08-31,39,10,tape
2012-08-30,41,5,daylight
2012-08-30,43,50,blur
2012-08-30,46,90,blur
2012-08-30,46,95,blur
2012-08-30,46,100,blur
2012-08-29,51,5,tape
2012-08-31,58,10,blur
2012-08-31,59,5,daylight
2012-08-31,63,50,blur,REVISIT: CKB thinks this can be traced.
2012-08-31,64,40,blur
2012-08-30,65,5,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,10,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,15,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,20,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,25,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,30,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,35,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,40,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,45,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,50,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,55,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,60,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,65,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,70,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,75,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,80,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,85,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,90,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,95,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,100,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,105,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,65,110,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-30,69,65,blur
2012-08-30,71,110,blur,REVISIT: CKB thinks this can be traced.
2012-08-30,72,10,blur
2012-08-30,72,25,blur
2012-08-30,72,65,blur
2012-08-29,73,5,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,10,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,15,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,20,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,25,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,30,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,35,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,40,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,45,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,50,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,55,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,60,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,65,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,70,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,75,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,80,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,85,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,90,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,95,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,100,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,105,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,73,110,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,5,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,10,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,15,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,20,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,25,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,30,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,35,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,40,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,45,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,50,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,55,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,60,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,65,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,70,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,75,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,80,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,85,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,90,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,95,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,100,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,105,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-29,74,110,not traced,REVISIT: accidentally recorded untraced tube.
2012-08-31,81,5,daylight
2012-08-31,83,5,daylight
2012-08-31,84,5,daylight
2012-08-30,85,30,water
2012-08-30,85,55,water
2012-08-30,87,10,blur,REVISIT: CKB thinks this can be traced.
2012-08-30,88,10,blur
2012-08-30,88,55,blur
2012-08-30,88,60,blur
2012-08-30,93,5,daylight
2012-08-30,95,10,blur
2012-08-30,96,5,daylight
2012-08-30,96,10,daylight
2012-10-26,25,35,water
2012-10-26,25,45,water
2012-10-26,25,50,water
2012-10-26,25,55,water
2012-10-26,25,60,water
2012-10-26,26,10,blur
2012-10-26,28,10,blur
2012-10-26,28,80,scratches
2012-10-26,28,105,blur
2012-10-26,29,10,blur
2012-10-20,30,5,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,10,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,15,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,20,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,25,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,30,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,35,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,40,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,45,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,50,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,55,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,60,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,65,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,70,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,75,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,80,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,85,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,90,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,95,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,100,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,105,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-20,30,110,mislabeled,REVISIT: This is tube 27 (physical tube label is wrong). Delete these data and retrace as 27.
2012-10-25,39,5,tape
2012-10-25,39,10,tape
2012-10-25,41,5,daylight
2012-10-25,41,6,wrong location
2012-10-25,41,7,wrong location
2012-10-25,41,8,wrong location
2012-10-25,41,35,blur
2012-10-25,41,40,blur
2012-10-22,43,10,blur
2012-10-25,46,35,blur
2012-10-22,43,100,blur
2012-10-25,48,65,blur
2012-10-26,49,55,blur
2012-10-26,51,5,tape
2012-10-26,51,10,blur
2012-10-26,52,5,daylight
2012-10-26,52,10,daylight
2012-10-26,52,40,blur
2012-10-26,54,90,mud
2012-10-26,54,95,mud
2012-10-26,54,100,mud
2012-10-26,54,105,mud
2012-10-26,55,65,blur
2012-10-26,55,115,bluescreen
2012-10-26,56,10,wrong location,image is duplicate of loc 5
2012-10-25,59,5,daylight
2012-10-25,60,10,blur
2012-10-25,68,5,tape
2012-10-25,70,35,dark
2012-10-25,71,100,blur
2012-10-25,73,20,blur
2012-10-26,76,10,blur
2012-10-26,76,85,blur
2012-10-26,76,90,blur
2012-10-26,78,50,blur
2012-10-26,78,60,blur
2012-10-26,79,10,blur
2012-10-26,79,70,blur
2012-10-26,79,110,blur
2012-10-25,81,25,dark
2012-10-25,81,55,dark
2012-10-25,82,50,blur
2012-10-25,83,5,daylight
2012-10-25,83,50,blur
2012-10-25,84,5,daylight
2012-10-25,83,10,blur
2012-10-25,83,45,blur
2012-10-25,86,25,blur
2012-10-22,89,35,blur
2012-10-22,89,85,blur
2012-10-22,89,90,blur
2012-10-25,93,5,dark
2012-10-25,93,25,dark, REVISIT: CKB thinks this can be traced
2012-10-25,96,5,daylight
2012-10-25,96,10,daylight
