num,pair,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,param,Year,Session,Date
1,Switchgrass - Maize-Soybean,2.1151670798395,0.0087184040909238,0.434002815607963,1.32115893285762,1.81662774189314,2.093307926557,2.39343498466509,3.03227202107623,2478.05593645321,1.00300450359808,intercept,2010,1,2010-05-27
2,Miscanthus - Maize-Soybean,1.16818427329232,0.00477798190084589,0.339558383474925,0.557505804242906,0.930588815943281,1.14834443796431,1.38247579939773,1.89657842183026,5050.56441145621,1.00151533806614,intercept,2010,1,2010-05-27
3,Prairie - Maize-Soybean,1.76510004149846,0.00720998932198321,0.384114164299685,1.06735495819677,1.4969750006118,1.74287037296823,2.01621303673641,2.56573586060076,2838.25493259108,1.00271323739794,intercept,2010,1,2010-05-27
1,Switchgrass - Maize-Soybean,0.228910224781879,0.00388118170328095,0.384813074085955,-0.446308370743601,-0.0393555254598847,0.200508964636311,0.463922229406449,1.06831701666117,9830.41125632458,1.00015100823337,b_depth,2010,1,2010-05-27
2,Miscanthus - Maize-Soybean,0.112495422030069,0.00394442210496204,0.411292130756327,-0.625712532389272,-0.168739566499412,0.0888725033641073,0.369391995244884,0.982647602002849,10872.6155667264,1.00026842878631,b_depth,2010,1,2010-05-27
3,Prairie - Maize-Soybean,0.107888445650911,0.00324274155904602,0.368053263661363,-0.547083054076111,-0.147158750950055,0.0801357594775395,0.33568378090973,0.907457078934627,12882.3967753243,0.999911023348444,b_depth,2010,1,2010-05-27
1,Switchgrass - Maize-Soybean,0.0976237570928207,0.000779942889767399,0.098278459841669,0.00507378452901744,0.0684513534842597,0.0915091608299158,0.123121419003237,0.235402201179753,15877.8274225423,0.99998490540736,crop_tot,2010,1,2010-05-27
2,Miscanthus - Maize-Soybean,0.0329568565131595,0.000702927150287679,0.0950516634706544,-0.0556500275135862,0.016899576915553,0.0303910068513203,0.0496701306827439,0.140390515190809,18285.1617841771,0.999986972812985,crop_tot,2010,1,2010-05-27
3,Prairie - Maize-Soybean,0.0778787738895459,0.000762161130015361,0.0949505432334014,-0.0126329378006758,0.0516924105759238,0.0721366579826646,0.0997325826254037,0.208783812542959,15520.3430133927,1.00018705519706,crop_tot,2010,1,2010-05-27
1,Switchgrass - Maize-Soybean,0.416479515021373,0.00316998771279576,0.233575468426077,-0.0259120238601228,0.260526545403084,0.408227703652715,0.568341261513924,0.893800359618517,5429.24323980136,1.00105347916744,intercept,2010,3,2010-07-23
2,Miscanthus - Maize-Soybean,0.022979175658763,0.00282469756135052,0.222306892812902,-0.426656154301205,-0.120904089721705,0.0265514087736829,0.170312229324303,0.449788937002371,6193.86802077245,1.00047981417493,intercept,2010,3,2010-07-23
3,Prairie - Maize-Soybean,0.0416279397343773,0.00287143020227795,0.215739079827529,-0.389585580062594,-0.0995327429136545,0.0433303450280564,0.182137720615039,0.465305291829969,5644.96321151365,1.00142021786536,intercept,2010,3,2010-07-23
1,Switchgrass - Maize-Soybean,-0.165921268289201,0.00293560623024412,0.313143816605768,-0.782709508967237,-0.374139545102925,-0.167137836235507,0.0446377038528647,0.443174887696422,11378.6851204416,0.999946585128271,b_depth,2010,3,2010-07-23
2,Miscanthus - Maize-Soybean,-0.681645665024016,0.00307771879662826,0.330518932121604,-1.33746742931087,-0.901530195257833,-0.677876065458198,-0.460179928663319,-0.0427377000445749,11532.8012578532,0.999971512294787,b_depth,2010,3,2010-07-23
3,Prairie - Maize-Soybean,-0.0270681480103049,0.00272766559430365,0.294268628486881,-0.615188866623944,-0.218195447041445,-0.0266394148073609,0.166144158022047,0.557875516438713,11638.7322897393,0.999956606003881,b_depth,2010,3,2010-07-23
1,Switchgrass - Maize-Soybean,0.260776444324408,0.00360775207518298,0.38683614251342,-0.380241614775978,0.101582768618287,0.235990977662214,0.404035414736009,1.01877125312338,11496.8990360558,1.00028787161886,crop_tot,2010,3,2010-07-23
2,Miscanthus - Maize-Soybean,1.09493358528355,0.0152973398991283,1.3894986732466,-0.0604678882783503,0.392755099194565,0.737614298975236,1.35263846802262,4.32568434092165,8250.5792395508,1.00022498265079,crop_tot,2010,3,2010-07-23
3,Prairie - Maize-Soybean,-0.0247877891252081,0.00274575078129418,0.290478063326535,-0.619921165473734,-0.0858319864619828,0.020211302993093,0.101189341817029,0.30483485285646,11191.9161840775,1.00001774286114,crop_tot,2010,3,2010-07-23
1,Switchgrass - Maize-Soybean,0.208623551545051,0.00346996452871493,0.281753583775442,-0.353704520528837,0.01940563549396,0.211677875362178,0.398357644776192,0.754967351788976,6593.08730967359,1.00026102626274,intercept,2010,4,2010-08-16
2,Miscanthus - Maize-Soybean,-0.385605222936823,0.00354442031041881,0.282304322928428,-0.953225996771951,-0.569656808860842,-0.37898871156267,-0.194757560208998,0.14731807637554,6343.72903158353,1.0000274514331,intercept,2010,4,2010-08-16
3,Prairie - Maize-Soybean,-0.252944642368927,0.00352758734195626,0.278191307480517,-0.816537561113226,-0.433408647936009,-0.245838380477118,-0.0659021195996592,0.279769041951174,6219.15756825482,1.00013493972349,intercept,2010,4,2010-08-16
1,Switchgrass - Maize-Soybean,-0.830872148887219,0.00417995928270411,0.378189335556743,-1.53590511762772,-1.09414066230838,-0.844484219449517,-0.57838442584679,-0.0591517968001599,8186.05114461689,1.00026685850444,b_depth,2010,4,2010-08-16
2,Miscanthus - Maize-Soybean,-0.616740097348342,0.00431599812460577,0.384227376030025,-1.33324208238541,-0.885224504328555,-0.631711380082075,-0.358214952494888,0.163639358488023,7925.27088401206,1.00021634317161,b_depth,2010,4,2010-08-16
3,Prairie - Maize-Soybean,-0.750628938776724,0.00452228956458169,0.385680225367518,-1.47822547947723,-1.01473809693167,-0.761798430326079,-0.490647452453447,0.0260655315436406,7273.40901484819,1.0000752581475,b_depth,2010,4,2010-08-16
1,Switchgrass - Maize-Soybean,0.659255510518718,0.00445896979898331,0.476728979847213,-0.0659215059684223,0.365067748262538,0.586668817950303,0.879808800981311,1.80463531035485,11430.7320469148,1.00020783317797,crop_tot,2010,4,2010-08-16
2,Miscanthus - Maize-Soybean,-0.0188756390627536,0.00280315704971384,0.264510336768593,-0.557837746527392,-0.135693907322987,-0.0144615026125593,0.107386131225631,0.469197576441462,8904.10835703693,1.00046245237236,crop_tot,2010,4,2010-08-16
3,Prairie - Maize-Soybean,0.157662150505421,0.0032485377579128,0.329899614974425,-0.414427428587868,-0.0140789033680289,0.129252481081929,0.297451349921739,0.900482951278496,10313.0655810544,0.999908878605858,crop_tot,2010,4,2010-08-16
1,Switchgrass - Maize-Soybean,1.57232160531925,0.00638558322007717,0.391461717077539,0.812458599344534,1.30980253519292,1.56915160120207,1.83475914312637,2.34446018386881,3758.17894433793,1.00037768789575,intercept,2010,5,2010-10-10
2,Miscanthus - Maize-Soybean,0.380134860126146,0.00640489697703225,0.399702990782423,-0.402184025934957,0.110746689172913,0.38222463321672,0.646823028626507,1.16420285935415,3894.48915484838,1.00080462674178,intercept,2010,5,2010-10-10
3,Prairie - Maize-Soybean,0.718739519914888,0.00588323027662992,0.360131933961143,0.0206951121135658,0.475840991042008,0.712112661092029,0.960022291060844,1.43335598467916,3747.06797346337,1.00013159371804,intercept,2010,5,2010-10-10
1,Switchgrass - Maize-Soybean,-1.41535458947644,0.00450911875563539,0.385204033335359,-2.12213685235939,-1.68429217504085,-1.431321067361,-1.16341232484019,-0.618121124891849,7297.90666748125,1.00015513684958,b_depth,2010,5,2010-10-10
2,Miscanthus - Maize-Soybean,-0.664500783425963,0.00502660974134353,0.412971858817628,-1.46823948461494,-0.93792892005546,-0.663423051902817,-0.393018561217822,0.163414069054583,6749.79495254515,1.00027944603244,b_depth,2010,5,2010-10-10
3,Prairie - Maize-Soybean,-1.20045253020214,0.00494622420374503,0.407685403712866,-1.99217946113509,-1.47568259185495,-1.20572195933514,-0.93498704231959,-0.379784878092165,6793.64311916177,1.0004047059805,b_depth,2010,5,2010-10-10
1,Switchgrass - Maize-Soybean,1.10399189949201,0.0104805622539685,1.03270016590946,0.243384082369795,0.510630272550237,0.803515204441149,1.33191738126504,3.70104999235653,9709.10794539167,0.99985730860791,crop_tot,2010,5,2010-10-10
2,Miscanthus - Maize-Soybean,0.0496936754268985,0.00101220856684714,0.0842534549389528,-0.0130034470345333,0.0174148853488989,0.0347303329863005,0.0609977274461542,0.197876703526917,6928.43936129063,1.00064011964188,crop_tot,2010,5,2010-10-10
3,Prairie - Maize-Soybean,0.269919833642996,0.0038862392004857,0.392582045597006,0.0434757459123839,0.110900165388382,0.181905735633565,0.312172732554398,1.00964359303608,10204.7368703433,1.0003500879416,crop_tot,2010,5,2010-10-10
1,Switchgrass - Maize-Soybean,0.285869934573957,0.00198137241112401,0.189017393391645,-0.0883651720281455,0.159474352855183,0.287666507844063,0.414121330858849,0.654007390921084,9100.62704018936,1.00029935435977,intercept,2011,4,2011-08-03
2,Miscanthus - Maize-Soybean,-0.357969658637713,0.00205520415224317,0.189394643988084,-0.723608899638826,-0.485617392177042,-0.358923652824101,-0.230792564100488,0.0135791363028482,8492.30237037006,0.999972163959445,intercept,2011,4,2011-08-03
3,Prairie - Maize-Soybean,0.109308769631005,0.00199633758716126,0.184387719079356,-0.255177104116102,-0.0134735877311187,0.111216413685402,0.232543340197022,0.469859580345685,8530.92289145757,1.00026160175434,intercept,2011,4,2011-08-03
1,Switchgrass - Maize-Soybean,-0.675869986858391,0.00199759311245042,0.24249048495863,-1.14800414804388,-0.839480343741471,-0.678361086877109,-0.512456673966344,-0.196075805472127,14735.8550282691,1.00006093015935,b_depth,2011,4,2011-08-03
2,Miscanthus - Maize-Soybean,-0.284242657725594,0.00202054642984555,0.237474295155738,-0.751460207104394,-0.44169787556094,-0.282656650025392,-0.125147328525092,0.178710259083604,13813.2396213737,1.00044597177954,b_depth,2011,4,2011-08-03
3,Prairie - Maize-Soybean,-0.51213441469294,0.00188327042623195,0.226606331666488,-0.953071708776609,-0.66664994487681,-0.512799351484764,-0.360493933447102,-0.0671503164003457,14478.3378882154,1.0004512868617,b_depth,2011,4,2011-08-03
1,Switchgrass - Maize-Soybean,0.844359395990281,0.00398243542123262,0.441876373284313,0.190681144580208,0.542923028200192,0.774190024857119,1.06583707958765,1.91554379900362,12311.3046306951,1.00004611715906,crop_tot,2011,4,2011-08-03
2,Miscanthus - Maize-Soybean,-0.18546958184582,0.00168150391708246,0.163234109756241,-0.508382616978132,-0.288122974396764,-0.184412428137105,-0.080903397614445,0.135925497393521,9423.80006051472,1.00008840894051,crop_tot,2011,4,2011-08-03
3,Prairie - Maize-Soybean,0.351178381192713,0.00254050368206046,0.250605287402276,-0.0809991790229337,0.182887660200152,0.331274826390872,0.494428777399895,0.899727200172819,9730.62648087655,1.00017717557553,crop_tot,2011,4,2011-08-03
1,Switchgrass - Maize-Soybean,2.08380088551465,0.00562824905217373,0.347560813815146,1.42497931177869,1.842908589253,2.07533876763885,2.31506753643583,2.79281942576355,3813.42313634251,1.00086424808227,intercept,2012,1,2012-05-21
2,Miscanthus - Maize-Soybean,1.25904679931105,0.00523897721716207,0.326633604965467,0.625852617072388,1.03735961286267,1.24928518720122,1.47282131239927,1.92718648139346,3887.1268072194,1.00061547544521,intercept,2012,1,2012-05-21
3,Prairie - Maize-Soybean,1.83484745358975,0.00545592489686676,0.329806657433789,1.21854850525393,1.60716314447284,1.82531026821915,2.05076005112297,2.5102408378553,3654.11380574318,1.001232412043,intercept,2012,1,2012-05-21
