term,parameter,crop_num,estimate,std.error,conf_2.5,conf_97.5,rhat,ess,conf_25,conf_75,Year,Session,Date,Run_ID,crop_name,prior_mean,prior_sd
sigma[2],sigma,2,1.74135248934428,0.0780809300902467,1.59565102994565,1.90356117603524,0.99989480930905,20000,1.68763434804166,1.7914331978242,2012,1,2012-05-21,_current,Switchgrass,0,3
sigma[3],sigma,3,1.94654696674827,0.091860793648466,1.77695331230633,2.13589884906231,0.999905404937769,20000,1.88256321805611,2.00649188606821,2012,1,2012-05-21,_current,Miscanthus,0,3
sigma[4],sigma,4,1.72523963206807,0.0688386991044852,1.59652189332188,1.86526352479229,0.999952231136619,20000,1.67796104622183,1.77089161304279,2012,1,2012-05-21,_current,Prairie,0,3
b_depth[1],b_depth,1,-1.2196685426687,0.209596537443214,-1.65649059926014,-0.842535932754187,1.00097154751087,3613,-1.35485127482067,-1.07192183317881,2012,2,2012-06-06,_current,Maize-Soybean,-1,5
b_depth[2],b_depth,2,-1.27053252147945,0.205027699902041,-1.68433674644874,-0.882007345178919,1.00028899737473,12193,-1.40546578952359,-1.13066916390231,2012,2,2012-06-06,_current,Switchgrass,-1,5
b_depth[3],b_depth,3,-0.401159174157088,0.208298610076584,-0.845087617147532,-0.0325451031905696,0.999935377339124,7419,-0.533592567388875,-0.255407440098093,2012,2,2012-06-06,_current,Miscanthus,-1,5
b_depth[4],b_depth,4,-0.93755782543505,0.180944573134891,-1.30638098400656,-0.600356665392774,1.00028845776879,8586,-1.05499135861235,-0.812558962044865,2012,2,2012-06-06,_current,Prairie,-1,5
intercept[1],intercept,1,-6.60844340415358,0.187774572989646,-6.99461988974543,-6.25822553509301,1.00165678062781,3021,-6.73077708672067,-6.47811599046765,2012,2,2012-06-06,_current,Maize-Soybean,-6,6
intercept[2],intercept,2,-5.01853975883845,0.149192722180673,-5.29986703757776,-4.71215703602566,1.00032734831363,5459,-5.12149368092023,-4.92111643741241,2012,2,2012-06-06,_current,Switchgrass,-6,6
intercept[3],intercept,3,-5.69189070872904,0.151978795075605,-5.99441298585098,-5.39238409511516,1.00125261023252,4250,-5.79070567150658,-5.59014830681478,2012,2,2012-06-06,_current,Miscanthus,-6,6
intercept[4],intercept,4,-5.35458780947679,0.135059610866419,-5.62081261481706,-5.08928466354203,1.00009240068541,4714,-5.4437889747611,-5.26509521003823,2012,2,2012-06-06,_current,Prairie,-6,6
loc_detect,loc_detect,NA,-6.11004778056311,0.0982399539767429,-6.30703948926204,-5.92053083530455,1.00172178007168,2947,-6.17507259827834,-6.04365982815668,2012,2,2012-06-06,_current,NA,-8,10
loc_surface[1],loc_surface,1,14.6881789157026,2.58430120162014,9.92341807523328,20.0234618988918,1.00015065806605,11249,12.8670680997504,16.3839761706968,2012,2,2012-06-06,_current,Maize-Soybean,13,10
loc_surface[2],loc_surface,2,27.0545815865206,2.64195218649152,21.689016518264,32.0727198834504,0.999892142422931,13751,25.3263221492113,28.8897262497486,2012,2,2012-06-06,_current,Switchgrass,13,10
loc_surface[3],loc_surface,3,16.5675311025182,8.62776647166901,-1.05416858498758,32.4534607011149,0.999952864116842,7256,10.8395131712342,22.652367139025,2012,2,2012-06-06,_current,Miscanthus,13,10
loc_surface[4],loc_surface,4,21.5753136228578,4.01929399741802,13.7233173432951,29.4611335861362,1.00007621703457,10520,18.9030708494069,24.2634869140876,2012,2,2012-06-06,_current,Prairie,13,10
scale_detect,scale_detect,NA,0.620899554680118,0.0845724564535289,0.465148813764989,0.797675284843113,1.00208002738274,2232,0.5627373058028,0.675570445490086,2012,2,2012-06-06,_current,NA,0,6
scale_surface[1],scale_surface,1,3.19193450827206,0.729225423141549,1.90901129581294,4.75439702141486,1.00033789098132,8141,2.68422945514369,3.6527987348812,2012,2,2012-06-06,_current,Maize-Soybean,6,5
scale_surface[2],scale_surface,2,5.35177761609653,0.674852634165691,4.18915171902262,6.81489959941099,1.00095069503335,7350,4.87594484174412,5.76932731127658,2012,2,2012-06-06,_current,Switchgrass,6,5
scale_surface[3],scale_surface,3,10.8855779853237,2.73975219723671,5.16003749236001,16.4023139360319,1.00007134923476,7195,9.24161474206785,12.5548018283688,2012,2,2012-06-06,_current,Miscanthus,6,5
scale_surface[4],scale_surface,4,6.76800498755358,1.23439983739575,4.64089858007367,9.46729750862834,0.99998181359873,12182,5.90865380033893,7.51986050625944,2012,2,2012-06-06,_current,Prairie,6,5
sig_tube,sig_tube,NA,0.51082887599277,0.0775311386643118,0.370288993129238,0.673481084155902,1.00178451640757,2427,0.457164828501681,0.559943712349061,2012,2,2012-06-06,_current,NA,0,3
sigma[1],sigma,1,2.16251667494189,0.127243901609264,1.92805846036954,2.42917345540531,0.999897555837833,20000,2.07403413381387,2.24567916882402,2012,2,2012-06-06,_current,Maize-Soybean,0,3
sigma[2],sigma,2,1.79715371812949,0.077257778227461,1.65273403691993,1.95680973117068,1.00000635985416,20000,1.74376939376928,1.84788390049429,2012,2,2012-06-06,_current,Switchgrass,0,3
sigma[3],sigma,3,1.80542991502235,0.081019928956858,1.65347869751767,1.97198396833838,1.00033197760357,20000,1.74948452914788,1.85873623700335,2012,2,2012-06-06,_current,Miscanthus,0,3
sigma[4],sigma,4,1.71673899599348,0.0674103926702966,1.59028792264175,1.85228867142275,1.00002452062738,20000,1.66955750805424,1.76182579169543,2012,2,2012-06-06,_current,Prairie,0,3
b_depth[1],b_depth,1,-1.83716815109105,0.239868220705326,-2.32486764679447,-1.38290237102864,1.00091009696984,3877,-1.99548213169827,-1.6699761877494,2012,3,2012-06-20,_current,Maize-Soybean,-1,5
b_depth[2],b_depth,2,-0.849188114567401,0.205298621554581,-1.26777063220131,-0.460695825418805,1.0000212999661,12911,-0.98387064026748,-0.710455056263594,2012,3,2012-06-20,_current,Switchgrass,-1,5
b_depth[3],b_depth,3,-0.295123665934025,0.198328117584101,-0.712627164437837,0.0605062183583586,1.00032812217994,9229,-0.423499621085512,-0.154735199433346,2012,3,2012-06-20,_current,Miscanthus,-1,5
b_depth[4],b_depth,4,-0.828445050471741,0.153727712098798,-1.14189307684474,-0.537662289483871,1.00025147781519,12908,-0.927133093108099,-0.724290126341641,2012,3,2012-06-20,_current,Prairie,-1,5
intercept[1],intercept,1,-5.85603199508983,0.139791690784182,-6.13617119560523,-5.58682305379547,1.00117274058972,6884,-5.94727357880465,-5.7616497624553,2012,3,2012-06-20,_current,Maize-Soybean,-6,6
intercept[2],intercept,2,-5.11016764779985,0.155403034379427,-5.41075048794251,-4.79523283075831,1.00011140482346,6060,-5.21393195055549,-5.00960632877429,2012,3,2012-06-20,_current,Switchgrass,-6,6
intercept[3],intercept,3,-5.71908134564579,0.148812659202652,-6.00978357496122,-5.42797476335294,1.0001989444033,5682,-5.81875456389124,-5.62040640650098,2012,3,2012-06-20,_current,Miscanthus,-6,6
intercept[4],intercept,4,-5.40762302039758,0.131793897678882,-5.66568743249751,-5.15188582343927,1.00081346104517,5836,-5.49565741737736,-5.32086337027347,2012,3,2012-06-20,_current,Prairie,-6,6
loc_detect,loc_detect,NA,-6.3347386222118,0.113096087559877,-6.55828833610222,-6.11300469120035,1.00184848449746,2966,-6.4092781104156,-6.25924698678203,2012,3,2012-06-20,_current,NA,-8,10
loc_surface[1],loc_surface,1,23.0945928404905,1.64570756911067,19.8854857441032,26.3304425724582,1.00010086163258,20000,21.9873794197451,24.206505266158,2012,3,2012-06-20,_current,Maize-Soybean,13,10
loc_surface[2],loc_surface,2,24.2805686476883,3.71488773360527,16.9827859333084,31.4684428086886,1.00024783027927,12581,21.7775107880098,26.8051317484238,2012,3,2012-06-20,_current,Switchgrass,13,10
loc_surface[3],loc_surface,3,17.5017668020327,8.87746160761462,-0.785053309322294,33.6196295858891,1.00044001790162,8216,11.6535233009067,23.8404790714153,2012,3,2012-06-20,_current,Miscanthus,13,10
loc_surface[4],loc_surface,4,19.0906680399262,2.98692461868847,13.3267457885417,25.0490488502419,1.00025569878092,13018,17.0873568259559,21.0701345158945,2012,3,2012-06-20,_current,Prairie,13,10
scale_detect,scale_detect,NA,0.572033719070006,0.0776115197231712,0.427518218278436,0.734707863308369,1.00141876619522,2584,0.518499617927775,0.621568419582494,2012,3,2012-06-20,_current,NA,0,6
scale_surface[1],scale_surface,1,3.1659227589208,0.400051374461373,2.47330887057582,4.03542924708962,1.00058736014289,4664,2.88416339296544,3.41447397026178,2012,3,2012-06-20,_current,Maize-Soybean,6,5
scale_surface[2],scale_surface,2,6.1662509431669,0.952096629428125,4.51722618497826,8.27416118601208,1.00049380585309,20000,5.50445363495653,6.73969461928987,2012,3,2012-06-20,_current,Switchgrass,6,5
scale_surface[3],scale_surface,3,11.8546833706611,2.63097373726746,6.60270420290987,17.1184278167991,0.999949109524455,20000,10.2595565029421,13.4523835269872,2012,3,2012-06-20,_current,Miscanthus,6,5
scale_surface[4],scale_surface,4,4.9938908870909,0.867387469124261,3.4289789188502,6.8611171347579,1.00023238344371,13696,4.39484928249636,5.52849762288323,2012,3,2012-06-20,_current,Prairie,6,5
sig_tube,sig_tube,NA,0.518454264516738,0.0718856802832975,0.385853315628412,0.667827180471297,1.00161367186649,3058,0.469643139642267,0.564045086663501,2012,3,2012-06-20,_current,NA,0,3
sigma[1],sigma,1,2.06346987787409,0.0952518205452347,1.88723504838315,2.25818492762824,1.00005167685079,20000,1.99758158708857,2.12627495094342,2012,3,2012-06-20,_current,Maize-Soybean,0,3
sigma[2],sigma,2,1.81270944142141,0.0766822306209219,1.67011867116611,1.97125129336892,1.00000109066086,20000,1.75986018280903,1.86259896556421,2012,3,2012-06-20,_current,Switchgrass,0,3
sigma[3],sigma,3,1.75910803416513,0.0753728594678839,1.61917272119312,1.91240110722887,1.00042961549452,20000,1.70685385742203,1.80818948577481,2012,3,2012-06-20,_current,Miscanthus,0,3
sigma[4],sigma,4,1.70137702854804,0.0624133106301513,1.58613295433833,1.82880950808564,0.999969914738691,20000,1.65854763763925,1.7420827740274,2012,3,2012-06-20,_current,Prairie,0,3
b_depth[1],b_depth,1,0.34579716082231,0.290257792486871,-0.255078922736259,0.870655686723357,1.00028238655899,9140,0.155876881222398,0.549955287447295,2012,4,2012-08-05,_current,Maize-Soybean,-1,5
b_depth[2],b_depth,2,-0.936571001346289,0.330905701680072,-1.58806341915172,-0.286648119566132,1.00030762418321,11548,-1.15638124888706,-0.714594378191496,2012,4,2012-08-05,_current,Switchgrass,-1,5
b_depth[3],b_depth,3,-0.192423758135979,0.300761672726747,-0.82761884395951,0.334958681261497,1.00059387136026,10529,-0.38901231139667,0.0215464998474352,2012,4,2012-08-05,_current,Miscanthus,-1,5
b_depth[4],b_depth,4,-0.25490142636227,0.204372071013184,-0.673905927108314,0.13135614461602,1.00002486135111,16427,-0.390364723453245,-0.113196117823413,2012,4,2012-08-05,_current,Prairie,-1,5
intercept[1],intercept,1,-5.04958241532466,0.170037919876858,-5.37732217631186,-4.70999851308717,1.00056030798931,7162,-5.16271975575489,-4.93706203322722,2012,4,2012-08-05,_current,Maize-Soybean,-6,6
intercept[2],intercept,2,-4.5888952520327,0.195539838296957,-4.95842311869427,-4.19305527334922,1.00023801970347,7739,-4.72224260356581,-4.46053224371996,2012,4,2012-08-05,_current,Switchgrass,-6,6
intercept[3],intercept,3,-5.7985234171479,0.180250974681441,-6.14132339664097,-5.43804612175392,1.00171723094761,7575,-5.92161948103811,-5.6773526313406,2012,4,2012-08-05,_current,Miscanthus,-6,6
intercept[4],intercept,4,-5.29124565972639,0.155424645526653,-5.59670587788174,-4.98475527994573,1.00044625684363,6785,-5.39598351463867,-5.18825057293253,2012,4,2012-08-05,_current,Prairie,-6,6
loc_detect,loc_detect,NA,-6.68062242366467,0.157301872407122,-7.01032526038273,-6.39845580746067,1.00035482484322,9906,-6.77888839360124,-6.57150534766878,2012,4,2012-08-05,_current,NA,-8,10
loc_surface[1],loc_surface,1,22.7140689116737,7.85400445960694,6.25246689195394,37.0836184384127,1.00027565673514,8673,17.6871511639393,28.1003045671649,2012,4,2012-08-05,_current,Maize-Soybean,13,10
loc_surface[2],loc_surface,2,35.7017021449669,5.47903569740562,23.9903479537184,45.545990483505,1.00007222678864,11458,32.2959193675434,39.5158128962521,2012,4,2012-08-05,_current,Switchgrass,13,10
loc_surface[3],loc_surface,3,22.3579509386162,9.11608455703332,3.05393500843361,38.7042697787997,1.00070541887176,10280,16.4458678504019,28.8053100548084,2012,4,2012-08-05,_current,Miscanthus,13,10
loc_surface[4],loc_surface,4,18.8861135367658,4.2613851861815,11.1909648259893,27.7240153047021,1.00006152291788,13171,15.9762969447923,21.6374649020731,2012,4,2012-08-05,_current,Prairie,13,10
scale_detect,scale_detect,NA,1.33966647518005,0.169634149899422,1.04119390585698,1.70812067349645,1.00024079131723,9012,1.22059914635999,1.44452983024528,2012,4,2012-08-05,_current,NA,0,6
scale_surface[1],scale_surface,1,8.9690649346592,2.34813972970706,4.49696408942759,14.0419621507524,1.00032148142332,9249,7.48593183855107,10.3276874392562,2012,4,2012-08-05,_current,Maize-Soybean,6,5
scale_surface[2],scale_surface,2,7.96417345112476,1.25985866903105,5.92568322518608,10.8593220538402,1.000275455845,20000,7.10141893282942,8.65521519088296,2012,4,2012-08-05,_current,Switchgrass,6,5
scale_surface[3],scale_surface,3,10.0803998611752,2.45626169808739,5.6107441035728,15.3016833121519,1.00027762220213,20000,8.46952773640642,11.5479155359677,2012,4,2012-08-05,_current,Miscanthus,6,5
scale_surface[4],scale_surface,4,5.86705376801877,1.5895059287987,3.35332042361801,9.55574461258706,0.999992731677768,20000,4.74985709278457,6.76796644889953,2012,4,2012-08-05,_current,Prairie,6,5
sig_tube,sig_tube,NA,0.614188666996511,0.068852540886589,0.488337326902372,0.757157638863618,1.00014333294275,9157,0.566814436912638,0.659407086557378,2012,4,2012-08-05,_current,NA,0,3
sigma[1],sigma,1,1.62975107472486,0.0661381631614436,1.50673609713633,1.76395253736258,0.999872036204538,20000,1.58444087503287,1.67303872098784,2012,4,2012-08-05,_current,Maize-Soybean,0,3
sigma[2],sigma,2,1.65103697453139,0.0677846488978495,1.52406442782087,1.79101071975223,1.00012930253381,20000,1.60443273889279,1.69536614807546,2012,4,2012-08-05,_current,Switchgrass,0,3
sigma[3],sigma,3,1.70590363413112,0.0743876568340868,1.56777014334964,1.85781014117563,1.00001082193332,20000,1.65393712807663,1.75487924389956,2012,4,2012-08-05,_current,Miscanthus,0,3
sigma[4],sigma,4,1.53258895186493,0.0602920190976159,1.41979765185299,1.65644052469655,0.999849435958185,20000,1.49120836209773,1.57181773650966,2012,4,2012-08-05,_current,Prairie,0,3
b_depth[1],b_depth,1,0.361986594586558,0.206537579257992,-0.0577951481479247,0.748780423656064,1.00020742945635,14621,0.225412176924609,0.504142052063688,2012,5,2012-08-30,_current,Maize-Soybean,-1,5
b_depth[2],b_depth,2,-0.357916526837291,0.326055924620448,-1.02380111455794,0.251240598954809,0.99989374290966,15738,-0.572718187450856,-0.13057438910633,2012,5,2012-08-30,_current,Switchgrass,-1,5
b_depth[3],b_depth,3,-0.384926479871421,0.249314857353737,-0.902746897491467,0.0648564745590504,1.00000348477982,14666,-0.545316801574238,-0.208969925649979,2012,5,2012-08-30,_current,Miscanthus,-1,5
b_depth[4],b_depth,4,-0.701287419469566,0.237247814149708,-1.18927282238649,-0.260633735829447,0.999878090188647,20000,-0.856738949423359,-0.536111903443006,2012,5,2012-08-30,_current,Prairie,-1,5
intercept[1],intercept,1,-5.27620018410595,0.172089687645294,-5.61244453057777,-4.93650441404948,1.00101081715178,6773,-5.39288309610062,-5.16017884131091,2012,5,2012-08-30,_current,Maize-Soybean,-6,6
intercept[2],intercept,2,-4.88278845703875,0.237816236681051,-5.34821320378081,-4.41337253297085,1.00058252082659,6554,-5.04108411073289,-4.72517598811729,2012,5,2012-08-30,_current,Switchgrass,-6,6
intercept[3],intercept,3,-6.00241469390722,0.185157132829954,-6.37419378388645,-5.63901366258365,1.00058461999359,8013,-6.12375254557002,-5.88043571126573,2012,5,2012-08-30,_current,Miscanthus,-6,6
intercept[4],intercept,4,-5.66070360397516,0.235003554699611,-6.1246216028507,-5.20180003641868,1.00074201527279,5828,-5.81745327673757,-5.50440330958263,2012,5,2012-08-30,_current,Prairie,-6,6
loc_detect,loc_detect,NA,-6.88543431036624,0.169415971542972,-7.24192402760042,-6.58130495913502,1.00034187442134,8258,-6.99314890250477,-6.76736256708267,2012,5,2012-08-30,_current,NA,-8,10
loc_surface[1],loc_surface,1,17.536437161169,4.10354073016114,9.97292220610909,25.9243995730748,1.00019209352435,12955,14.7158809939538,20.1611785353636,2012,5,2012-08-30,_current,Maize-Soybean,13,10
loc_surface[2],loc_surface,2,25.1499524814406,6.79173866247895,10.3018699146123,37.2501517361093,1.00010397908798,15236,20.9851910595449,29.8195055316357,2012,5,2012-08-30,_current,Switchgrass,13,10
loc_surface[3],loc_surface,3,18.3717990454899,7.41874185368304,2.83546497582246,31.9879548826671,0.999981726976214,13188,13.7150883915136,23.4612873482779,2012,5,2012-08-30,_current,Miscanthus,13,10
loc_surface[4],loc_surface,4,18.7494908297438,4.95416479111528,8.94054056950884,28.541493051437,0.999854903068467,17637,15.5438889663343,21.9837734133593,2012,5,2012-08-30,_current,Prairie,13,10
scale_detect,scale_detect,NA,1.10480193348072,0.157025161693325,0.833231238890773,1.44677680090833,1.00032978112746,7476,0.993224974922319,1.20308597079544,2012,5,2012-08-30,_current,NA,0,6
scale_surface[1],scale_surface,1,5.01775006042388,1.67277535196409,2.23972050002167,8.89070306789103,1.000097087894,20000,3.84714896254787,5.97626071165038,2012,5,2012-08-30,_current,Maize-Soybean,6,5
scale_surface[2],scale_surface,2,7.783552094202,1.89642955840681,4.82845179776197,12.2952632724973,1.00006562756604,20000,6.46236785220052,8.80025246016961,2012,5,2012-08-30,_current,Switchgrass,6,5
scale_surface[3],scale_surface,3,8.7750008651921,2.37761225192523,4.81735906342906,14.1845394800171,1.00003556682506,20000,7.14641596953144,10.1372641339704,2012,5,2012-08-30,_current,Miscanthus,6,5
scale_surface[4],scale_surface,4,6.25325464034024,1.84083568349407,3.49406670102135,10.6537457983393,0.999901567903229,20000,4.95429265554346,7.21290373467878,2012,5,2012-08-30,_current,Prairie,6,5
sig_tube,sig_tube,NA,0.703272241907582,0.0847706558608637,0.552783175433845,0.881466485580917,1.00027441830233,10285,0.644248218965279,0.758057433775302,2012,5,2012-08-30,_current,NA,0,3
sigma[1],sigma,1,1.68901861946877,0.0695848908974888,1.55739831927174,1.83127328368325,0.999922345499537,20000,1.64111974323226,1.73372798880657,2012,5,2012-08-30,_current,Maize-Soybean,0,3
sigma[2],sigma,2,1.64007367955309,0.0831034071967196,1.4864651814043,1.81345069383612,0.999873142053552,20000,1.58254884870832,1.69351511905553,2012,5,2012-08-30,_current,Switchgrass,0,3
sigma[3],sigma,3,2.00521721315474,0.0865855595976127,1.84467962826965,2.18344770200421,0.999885744768768,20000,1.94580648093629,2.06156165660841,2012,5,2012-08-30,_current,Miscanthus,0,3
sigma[4],sigma,4,1.51968923675685,0.0791682728947883,1.37449517887326,1.68452056070388,0.999840677100078,20000,1.46491346118161,1.57037447175292,2012,5,2012-08-30,_current,Prairie,0,3
b_depth[1],b_depth,1,-0.529948864085323,0.296733502681018,-1.1192875682918,0.0419957825833448,1.00019096687763,16028,-0.726540658175948,-0.327335765960077,2012,6,2012-10-24,_current,Switchgrass,-1,5
b_depth[2],b_depth,2,-0.202770740846284,0.285384701227575,-0.838269226978441,0.275164102120884,1.00024485296774,10973,-0.376116271441966,0.00133361067103025,2012,6,2012-10-24,_current,Miscanthus,-1,5
b_depth[3],b_depth,3,-0.464014877042039,0.156459307826786,-0.784337619824437,-0.175930802804567,0.999786531752106,20000,-0.565776505685112,-0.356148360240566,2012,6,2012-10-24,_current,Prairie,-1,5
intercept[1],intercept,1,-4.78285457281065,0.204500524498332,-5.17504123376804,-4.37023635271491,1.00053810540548,6906,-4.9205722186275,-4.64834035242192,2012,6,2012-10-24,_current,Switchgrass,-6,6
intercept[2],intercept,2,-5.90038991644635,0.212438414259651,-6.31170375598962,-5.48058643399368,1.00068157735318,7504,-6.04548757382056,-5.76161195158557,2012,6,2012-10-24,_current,Miscanthus,-6,6
intercept[3],intercept,3,-5.59590314935342,0.186469594195943,-5.96560014950043,-5.23475523247919,1.00076932927848,5465,-5.72012001180582,-5.46871708389483,2012,6,2012-10-24,_current,Prairie,-6,6
loc_detect,loc_detect,NA,-7.1423757370029,0.302440000403553,-7.84424212213255,-6.66267084751001,1.00032956999676,6224,-7.30544355938185,-6.93630784364405,2012,6,2012-10-24,_current,NA,-8,10
loc_surface[1],loc_surface,1,24.6693812113435,5.22146494252102,13.8504309838938,34.4269224241112,1.00011508871594,17041,21.3747434587881,28.1901121083769,2012,6,2012-10-24,_current,Switchgrass,13,10
loc_surface[2],loc_surface,2,16.3884512871091,10.4849620885,-4.00691645996345,35.9956810815557,1.00023175381872,10888,8.97177856903085,23.9020074433093,2012,6,2012-10-24,_current,Miscanthus,13,10
loc_surface[3],loc_surface,3,9.27438823980495,4.52796994314215,-0.305734379664244,18.4722297125513,0.999939505518689,12699,6.70480793422782,11.8042693794274,2012,6,2012-10-24,_current,Prairie,13,10
scale_detect,scale_detect,NA,1.61978768305127,0.323432116550937,1.12188396507379,2.37804039353444,1.0003808836617,6064,1.39730493143672,1.79099891064601,2012,6,2012-10-24,_current,NA,0,6
scale_surface[1],scale_surface,1,6.68444069385083,1.47098954115552,4.32955769519737,10.0721258088875,0.99995309299625,20000,5.67172168695856,7.50782647942151,2012,6,2012-10-24,_current,Switchgrass,6,5
scale_surface[2],scale_surface,2,10.3676342998777,3.28752159252477,3.24855503505693,16.8925973618887,1.00022196579593,20000,8.3995643798379,12.4248709374398,2012,6,2012-10-24,_current,Miscanthus,6,5
scale_surface[3],scale_surface,3,5.42957317077116,2.73022649469875,1.70470611909289,12.2183964424385,0.999933719179044,20000,3.44743042171509,6.85382769951707,2012,6,2012-10-24,_current,Prairie,6,5
sig_tube,sig_tube,NA,0.777977729699484,0.0960844928544291,0.604517346143557,0.981889185471176,1.00020385567582,9128,0.71117895365033,0.839047973529625,2012,6,2012-10-24,_current,NA,0,3
sigma[1],sigma,1,1.76075176821658,0.0705371461789173,1.62934862198686,1.90459713345837,0.999850325481211,20000,1.71228517303497,1.80701747872398,2012,6,2012-10-24,_current,Switchgrass,0,3
sigma[2],sigma,2,1.79950773234042,0.082976170229562,1.64592016807449,1.97198553692208,0.999828096677531,20000,1.74204038619506,1.85396685321051,2012,6,2012-10-24,_current,Miscanthus,0,3
sigma[3],sigma,3,1.54642382045351,0.0616302547471136,1.43169261209988,1.67276827508501,0.999803006998221,20000,1.50401558965794,1.58678982600289,2012,6,2012-10-24,_current,Prairie,0,3
b_depth[1],b_depth,1,-0.275381174851419,0.397382751082669,-1.01370244032676,0.54256189268474,1.0000673901087,6932,-0.554901269523328,-0.0113161965209073,2013,5,2013-08-14,_current,Maize-Soybean,-1,5
b_depth[2],b_depth,2,-1.04252451597721,0.239086621035623,-1.51475083295319,-0.576434259351737,0.999956595420185,14758,-1.20386541648478,-0.880793381598111,2013,5,2013-08-14,_current,Switchgrass,-1,5
b_depth[3],b_depth,3,-0.744509291841006,0.201975047390051,-1.16495209584802,-0.370682443996377,0.999913393560336,16348,-0.873770736593678,-0.605292685429709,2013,5,2013-08-14,_current,Miscanthus,-1,5
b_depth[4],b_depth,4,-0.957091533011216,0.169957645754067,-1.29538802594466,-0.63122845415143,1.00008106794205,14741,-1.07139166470171,-0.841216587499406,2013,5,2013-08-14,_current,Prairie,-1,5
intercept[1],intercept,1,-5.41676918611199,0.225451434680489,-5.84270747174599,-4.9621939532209,1.00028643496048,6823,-5.57095485550204,-5.26709673717882,2013,5,2013-08-14,_current,Maize-Soybean,-6,6
intercept[2],intercept,2,-5.02247177442338,0.1829169318136,-5.37941275759349,-4.6600575328333,1.00009123119829,7920,-5.14336444346939,-4.90053600660828,2013,5,2013-08-14,_current,Switchgrass,-6,6
intercept[3],intercept,3,-5.72008215111292,0.181042920258281,-6.07596592600213,-5.36734479173575,1.00073364776918,7450,-5.84025760695898,-5.59920518452703,2013,5,2013-08-14,_current,Miscanthus,-6,6
intercept[4],intercept,4,-5.10703931238833,0.142409762814336,-5.38532479528135,-4.82478789902231,1.00012264075475,5951,-5.201717027151,-5.01202033567932,2013,5,2013-08-14,_current,Prairie,-6,6
loc_detect,loc_detect,NA,-6.9796329904475,0.206576880403026,-7.41853086302819,-6.61175498801535,1.00054016549928,6276,-7.10784869094626,-6.83447257058911,2013,5,2013-08-14,_current,NA,-8,10
loc_surface[1],loc_surface,1,36.2237351964511,8.85486875325738,13.7830431213515,49.0369693053349,1.00011728039765,6062,31.8880056211203,42.3767415684708,2013,5,2013-08-14,_current,Maize-Soybean,13,10
loc_surface[2],loc_surface,2,22.0436079333151,2.61202850642707,16.8881486233532,27.1481437456748,0.999990121042041,14982,20.3146296415207,23.7689358552935,2013,5,2013-08-14,_current,Switchgrass,13,10
loc_surface[3],loc_surface,3,13.7941773836023,3.17813216519643,8.86026586636137,21.1566894400965,1.00022954445019,9427,11.4610009206406,15.6877345196264,2013,5,2013-08-14,_current,Miscanthus,13,10
loc_surface[4],loc_surface,4,19.7135638177863,2.46471196422893,14.7323733552626,24.4745339154579,1.00031321906563,11525,18.0957471207067,21.3833227801309,2013,5,2013-08-14,_current,Prairie,13,10
scale_detect,scale_detect,NA,0.790645944919128,0.121665800479114,0.579488564966897,1.05606252364893,1.00066734212996,6230,0.705081709777492,0.865797027158466,2013,5,2013-08-14,_current,NA,0,6
scale_surface[1],scale_surface,1,10.4363693981937,2.02078904525256,7.31425232042085,15.2341697095365,1.00023553372617,10477,9.04394371651014,11.5342900290392,2013,5,2013-08-14,_current,Maize-Soybean,6,5
scale_surface[2],scale_surface,2,4.00993700267853,0.717164868773227,2.87009376830184,5.65406373625562,1.00003873300441,14108,3.51203143269824,4.41155134308178,2013,5,2013-08-14,_current,Switchgrass,6,5
scale_surface[3],scale_surface,3,2.48060253144538,0.902359711335511,1.14739976971433,4.54551589543454,1.00026363678772,10353,1.8062731257977,3.02816492636935,2013,5,2013-08-14,_current,Miscanthus,6,5
scale_surface[4],scale_surface,4,3.72019039845666,0.562252711104196,2.69400013594275,4.89381414950742,1.00006158253174,16425,3.3428859682425,4.0705738108284,2013,5,2013-08-14,_current,Prairie,6,5
sig_tube,sig_tube,NA,0.498331139544014,0.0769065158813346,0.360197515974001,0.663475333629529,1.00015253070838,5575,0.44528191669997,0.546295269738498,2013,5,2013-08-14,_current,NA,0,3
sigma[1],sigma,1,1.58616231906784,0.0936256299334512,1.41649165195639,1.78285861048576,1.00002432946915,20000,1.52043988313171,1.6458094344253,2013,5,2013-08-14,_current,Maize-Soybean,0,3
sigma[2],sigma,2,1.83493595762195,0.0886087716536928,1.67120634088518,2.0189791732324,0.999924047197358,20000,1.77369216561975,1.89227764416751,2013,5,2013-08-14,_current,Switchgrass,0,3
sigma[3],sigma,3,1.82491368008465,0.0911375135719053,1.65811946333447,2.01218574515409,0.999848196369002,20000,1.76021065064373,1.88486430896021,2013,5,2013-08-14,_current,Miscanthus,0,3
sigma[4],sigma,4,1.35441632372297,0.0542079225825793,1.25365033529799,1.46682124897552,0.999853392919206,20000,1.31742909385435,1.38939271436815,2013,5,2013-08-14,_current,Prairie,0,3
b_depth[1],b_depth,1,-0.438008871637569,0.237369091928037,-0.930162410008784,0.00581578064521695,1.00012004857255,14337,-0.591946317239322,-0.275422754453359,2014,2,2014-08-14,_current,Maize-Soybean,-1,5
