term,parameter,crop_num,estimate,std.error,conf_2.5,conf_97.5,rhat,ess,conf_25,conf_75,Year,Session,Date,Run_ID,crop_name,prior_mean,prior_sd
b_depth[1],b_depth,1,-0.848585010972468,0.278419312468766,-1.4208228753094,-0.332797197146754,1.00018969217023,4877,-1.02954230118897,-0.658521906483411,2010,3,2010-07-23,_current,Maize-Soybean,-1,5
b_depth[2],b_depth,2,-1.01450627926167,0.190676607427967,-1.41554148617232,-0.661308703955507,1.00017624728657,5056,-1.13764211063203,-0.880328699432772,2010,3,2010-07-23,_current,Switchgrass,-1,5
b_depth[3],b_depth,3,-1.53023067599648,0.242672837603107,-2.02909501721549,-1.08054743341743,1.00032161962703,3967,-1.6886376092354,-1.36077530815627,2010,3,2010-07-23,_current,Miscanthus,-1,5
b_depth[4],b_depth,4,-0.875653158982773,0.166386283165681,-1.22185269115247,-0.571104574999784,1.0002755592049,3299,-0.983134831141367,-0.759295418536619,2010,3,2010-07-23,_current,Prairie,-1,5
intercept[1],intercept,1,-6.67427592172857,0.179991258067153,-7.03583342690746,-6.32970771811583,1.0009731090057,5962,-6.79223717852269,-6.5538376780029,2010,3,2010-07-23,_current,Maize-Soybean,-6,6
intercept[2],intercept,2,-6.25779640670719,0.167625529983275,-6.58194140809515,-5.92303659625801,1.00108896880576,5961,-6.36939303234259,-6.14843960346885,2010,3,2010-07-23,_current,Switchgrass,-6,6
intercept[3],intercept,3,-6.6512967460698,0.164920854669673,-6.98796618773453,-6.33880265449739,1.00080096694328,4924,-6.75931894093046,-6.53874998404405,2010,3,2010-07-23,_current,Miscanthus,-6,6
intercept[4],intercept,4,-6.63264798199419,0.151539819562921,-6.9379630014969,-6.3395252968396,1.00152512095669,4183,-6.73236647436606,-6.53052774540386,2010,3,2010-07-23,_current,Prairie,-6,6
loc_detect,loc_detect,NA,-6.98198408698633,0.109520269770045,-7.19463496833489,-6.76865488587876,1.00076517123962,1999,-7.05539333094397,-6.90695832268044,2010,3,2010-07-23,_current,NA,-8,10
loc_surface[1],loc_surface,1,27.6375605943047,5.5687201789783,14.9011413620805,36.7886664990092,1.00018551530597,5645,24.4877550646098,31.4934683042582,2010,3,2010-07-23,_current,Maize-Soybean,13,10
loc_surface[2],loc_surface,2,13.7679636224373,2.92758356387541,8.25778543467192,19.6911268250817,1.00040137448473,8362,11.7752450450508,15.6699799445894,2010,3,2010-07-23,_current,Switchgrass,13,10
loc_surface[3],loc_surface,3,24.8979609738155,3.09569701470943,18.8051555933911,31.0313306578144,0.999924626183855,13078,22.8299585709474,26.9536908830898,2010,3,2010-07-23,_current,Miscanthus,13,10
loc_surface[4],loc_surface,4,12.7917512452987,2.2353127601623,8.7211630113038,17.4999057380568,0.99986485336982,9367,11.2365571310573,14.2110307441959,2010,3,2010-07-23,_current,Prairie,13,10
scale_detect,scale_detect,NA,0.599992949674206,0.09683228876152,0.418196182193809,0.799630615512839,1.0014983721683,1327,0.533562157973294,0.663052581200941,2010,3,2010-07-23,_current,NA,0,6
scale_surface[1],scale_surface,1,8.61858419768416,1.4255725769099,6.28391058100653,11.9116310377328,1.00005876059941,6133,7.62656949183738,9.41138065100836,2010,3,2010-07-23,_current,Maize-Soybean,6,5
scale_surface[2],scale_surface,2,3.59294403177732,0.882174298267795,2.12080610047153,5.57830854486697,1.00012847041525,15140,2.97945631396837,4.10726860734356,2010,3,2010-07-23,_current,Switchgrass,6,5
scale_surface[3],scale_surface,3,5.71190100069982,0.865600518307511,4.21430874316828,7.61555229824646,1.00012581388265,4780,5.1000929542114,6.23605255620541,2010,3,2010-07-23,_current,Miscanthus,6,5
scale_surface[4],scale_surface,4,3.34522565283834,0.763405333478103,2.1114193176971,5.05142848688674,1.00037061324091,6486,2.80379053080453,3.79737723210878,2010,3,2010-07-23,_current,Prairie,6,5
sig_tube,sig_tube,NA,0.564271995767292,0.0962223571783995,0.38607141357103,0.760096013319356,1.00098783691451,1472,0.497868042745891,0.626151821075302,2010,3,2010-07-23,_current,NA,0,3
sigma[1],sigma,1,1.89814872276637,0.109737599730865,1.70132978063403,2.1277748649189,0.99999405895496,20000,1.82084967824332,1.96894835708687,2010,3,2010-07-23,_current,Maize-Soybean,0,3
sigma[2],sigma,2,2.19282191860794,0.10651815708868,1.99735921220093,2.41392201546789,1.00033247209809,20000,2.11955203329364,2.26086744472038,2010,3,2010-07-23,_current,Switchgrass,0,3
sigma[3],sigma,3,2.27318862090079,0.104695082748466,2.07844706603458,2.49141660313783,0.999994885903488,20000,2.20054540874561,2.34119182678788,2010,3,2010-07-23,_current,Miscanthus,0,3
