tube,depth,Species,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,Year,Session,Date
2,89,Miscanthus,-6.32072391796173,0.00576637100308859,0.734447282290875,-7.77941749371389,-6.79877182231394,-6.32098001841271,-5.83789345060391,-4.86342577049327,16222.4369208787,0.999973523743524,2010,4,2010-08-16
3,89,Prairie,-6.24144103242006,0.00555461736605443,0.735218750502288,-7.70310550707728,-6.72365881408141,-6.23297950367263,-5.75713865683622,-4.80431553713462,17519.6269225031,1.00004769610591,2010,4,2010-08-16
4,89,Maize-Soybean,-5.6781322137136,0.00558682908938078,0.722057809239515,-7.10955878263045,-6.15712826568682,-5.67589509078129,-5.19640879102105,-4.26868719856918,16703.7186837483,1.0004162457591,2010,4,2010-08-16
1,96,Switchgrass,-5.8770095112878,0.00563407065490407,0.735323093220372,-7.31969055558863,-6.36762160291361,-5.87448613750458,-5.39079750954306,-4.42036279386711,17033.8113394397,0.999991109615506,2010,4,2010-08-16
2,96,Miscanthus,-6.3727754079948,0.005778440318357,0.735993768212083,-7.83786025436227,-6.85357170832313,-6.37272530009347,-5.88892104146459,-4.9115715352962,16222.8446729412,0.999966363742832,2010,4,2010-08-16
3,96,Prairie,-6.30367642033096,0.00557315754148302,0.736928261139275,-7.77015417022728,-6.78473336991814,-6.29450423846954,-5.81683543981963,-4.86440365144987,17484.2812689394,1.00004541854644,2010,4,2010-08-16
4,96,Maize-Soybean,-5.6836287855515,0.00559927567140088,0.723318120548393,-7.1193636776269,-6.16533951791673,-5.6811907073528,-5.20163445131927,-4.26602212769053,16687.6426317197,1.00043923522064,2010,4,2010-08-16
1,103,Switchgrass,-5.94061629542399,0.00564686007661817,0.737128878988458,-7.38777961909657,-6.43076127374482,-5.9401670966736,-5.45097669273935,-4.47494108797555,17040.1259059428,0.99999327118341,2010,4,2010-08-16
2,103,Miscanthus,-6.42116184563668,0.00579249179721169,0.737701053681696,-7.89299082398147,-6.90089453592162,-6.4207051111478,-5.93487145882158,-4.95546870583409,16219.2195503239,0.999960194324392,2010,4,2010-08-16
3,103,Prairie,-6.36152968667079,0.00559326121241903,0.738793648666274,-7.83322304855273,-6.84588480775979,-6.35298160966702,-5.8732052376117,-4.91404951258775,17446.8128547445,1.00004351311458,2010,4,2010-08-16
4,103,Maize-Soybean,-5.68873833246955,0.00562356043681689,0.725253205974544,-7.12487332399572,-6.17294539624289,-5.68704636006834,-5.20420314510127,-4.26481618326993,16632.4635648905,1.00046009396287,2010,4,2010-08-16
1,110,Switchgrass,-6.00003923281198,0.00566052507021613,0.739018481753943,-7.45146369656174,-6.4930972342151,-6.00145581086097,-5.50919191756576,-4.52854470660443,17045.006169848,0.999995300197911,2010,4,2010-08-16
2,110,Miscanthus,-6.46636558126753,0.00580806651700737,0.739529190494917,-7.94198105889155,-6.94852229419236,-6.46592601806108,-5.97844068949484,-4.99998291272971,16212.4062996617,0.999954860230084,2010,4,2010-08-16
3,110,Prairie,-6.41557755389265,0.00561451324433031,0.740775004581636,-7.88410041875545,-6.89878067610693,-6.40921811425522,-5.92429214664628,-4.97170497755692,17407.9815768006,1.00004191836215,2010,4,2010-08-16
4,110,Maize-Soybean,-5.69351179006084,0.00565717571847613,0.727720421586902,-7.13805308401016,-6.17982637423329,-5.69106780636919,-5.20591296597501,-4.2606520775691,16547.4008525689,1.00047902730007,2010,4,2010-08-16
1,116,Switchgrass,-6.04803734237713,0.00567276526794474,0.740686624644355,-7.50424898181132,-6.54193444818714,-6.04913104992735,-5.55585772764745,-4.57756268554591,17048.2332119009,0.999996943508332,2010,4,2010-08-16
2,116,Miscanthus,-6.50287831441292,0.00582235976545984,0.741169118619533,-7.97698735242184,-6.98517920081234,-6.50112055361054,-6.0130749885703,-5.03405773697135,16204.5344102427,0.999950857280264,2010,4,2010-08-16
3,116,Prairie,-6.45923402001008,0.00563340301474871,0.742542459070592,-7.93823581977395,-6.94425523655835,-6.45338066518744,-5.96721155256605,-5.01392974204437,17374.0449257127,1.00004076108078,2010,4,2010-08-16
4,116,Maize-Soybean,-5.69736748872776,0.00569190670291797,0.73017389534931,-7.14016404824403,-6.18584916064979,-5.69528311909908,-5.20837895822251,-4.26276996776609,16456.4842655978,1.00049386778864,2010,4,2010-08-16
1,123,Switchgrass,-6.10099193410654,0.0056875072643809,0.742672990779405,-7.55963394322983,-6.5964247370714,-6.10141261936878,-5.60912363983832,-4.62594319119362,17051.0579808585,0.999998758785935,2010,4,2010-08-16
2,123,Miscanthus,-6.54316150252505,0.00583989058362948,0.743146435820323,-8.02157832208012,-7.02643851073976,-6.54090430439294,-6.05302360903375,-5.07176435409812,16193.4497512267,0.999946759383336,2010,4,2010-08-16
3,123,Prairie,-6.50739863233632,0.00565601073429807,0.744664250719695,-7.99395658344037,-6.99444183925794,-6.50142762937885,-6.01577339170094,-5.05753897316744,17334.0705606998,1.00003961967543,2010,4,2010-08-16
4,123,Maize-Soybean,-5.70162134269384,0.00573792405823634,0.733352993653025,-7.14895952917355,-6.19424970238227,-5.69866093435322,-5.21114732487406,-4.25842334180388,16334.9024881974,1.00050971655355,2010,4,2010-08-16
1,130,Switchgrass,-6.15101469190209,0.00570261701498198,0.744688959198689,-7.61430598514714,-6.64744500907112,-6.15133894355365,-5.65814407195525,-4.67661070097134,17053.024614402,1.00000047370942,2010,4,2010-08-16
2,130,Miscanthus,-6.58121440967354,0.00585813374448995,0.74517497593184,-8.06036520378997,-7.06560149580702,-6.57809428284833,-6.08927255089565,-5.10600412626786,16180.7243394801,0.999943195733365,2010,4,2010-08-16
3,130,Prairie,-6.55289660820634,0.00567905038103988,0.746832791864999,-8.03848772550264,-7.040108738889,-6.54824492989633,-6.05858874475402,-5.10430865322175,17293.9944126367,1.00003867128561,2010,4,2010-08-16
4,130,Maize-Soybean,-5.7056396817971,0.00578864467574146,0.736805543429336,-7.15600560437882,-6.19999783338444,-5.70352524278258,-5.21406050595534,-4.25483644189026,16201.3791309062,1.00052413840645,2010,4,2010-08-16
1,1,Switchgrass,-0.858485648283326,0.0104078457802581,1.47189166575286,-3.75385673397349,-1.85271237639826,-0.855777593563237,0.139335469056237,2.02832815898391,20000,0.999923758596226,2010,5,2010-10-10
2,1,Miscanthus,-5.07685016487407,0.0127012324638423,1.60020920919705,-8.07456891583268,-6.17129471778018,-5.12687765581924,-4.04375051480021,-1.77877635910008,15873.1017935277,0.999869817637907,2010,5,2010-10-10
3,1,Prairie,-2.55700150153581,0.0108532108420398,1.53487579681074,-5.48007538053752,-3.59448428205631,-2.57669511624753,-1.5383888321295,0.529607767477549,20000,0.999992265564676,2010,5,2010-10-10
4,1,Maize-Soybean,-8.15546639194526,0.0178941743764122,1.6821130304171,-11.2951771787087,-9.3186616950988,-8.22574586043151,-7.06642669800882,-4.68075372268246,8836.63709806941,1.00085963956942,2010,5,2010-10-10
1,8,Switchgrass,-3.88923178248372,0.00882520153002813,1.15935334148065,-6.18780951418098,-4.66439276768156,-3.89141280586129,-3.10319070203674,-1.61348313541011,17257.6784540821,0.999901991437287,2010,5,2010-10-10
2,8,Miscanthus,-6.55197947346259,0.00948106749044511,1.22200835510594,-8.92570641738526,-7.37408717504935,-6.57015772623266,-5.75040856636284,-4.09275296508024,16612.4571740755,0.999885499688016,2010,5,2010-10-10
3,8,Prairie,-5.15231779629714,0.00904878997525053,1.18794971405237,-7.44795803937058,-5.95050060643571,-5.15501881737672,-4.37018618421482,-2.79158681851278,17235.1512182129,1.00000439871482,2010,5,2010-10-10
4,8,Maize-Soybean,-8.25975569694707,0.0116225415954095,1.26310605304213,-10.7264647613876,-9.10765133342346,-8.27535124692955,-7.42763211521499,-5.74903452743881,11810.7483038528,1.00064718143619,2010,5,2010-10-10
1,15,Switchgrass,-4.80541683807812,0.0084710886072273,1.09859372109019,-6.9821876651715,-5.54437222637813,-4.80551177916023,-4.06219379070479,-2.65170694903598,16818.8298158873,0.999905376249713,2010,5,2010-10-10
2,15,Miscanthus,-6.99790643921774,0.00880429182081847,1.14583102784031,-9.24923867066894,-7.76868661837982,-7.01352699614861,-6.24456358102857,-4.7269139147093,16937.6166293856,0.999894524261517,2010,5,2010-10-10
3,15,Prairie,-5.93687377641335,0.00852103691760222,1.11716512291716,-8.10690217560267,-6.68541741422801,-5.93621074066392,-5.1989950791216,-3.72277687965043,17188.9696181785,1.00000430517409,2010,5,2010-10-10
4,15,Maize-Soybean,-8.29128202692329,0.010149434211481,1.17111607888729,-10.6131508123913,-9.07140444147792,-8.2983883311797,-7.51956660841443,-5.98037045295831,13314.2351108344,1.00053029290757,2010,5,2010-10-10
1,21,Switchgrass,-5.29581866470591,0.00833997809622976,1.07458149590084,-7.43296348917049,-6.01741789972213,-5.29641929307567,-4.57214561613801,-3.18482296484827,16601.5598569424,0.999910452669897,2010,5,2010-10-10
2,21,Miscanthus,-7.23659555252906,0.00852263560164882,1.11513300070093,-9.43128745191636,-7.98269177956813,-7.24772759938309,-6.50486536692127,-5.02884441628487,17120.0684510818,0.999900083594446,2010,5,2010-10-10
3,21,Prairie,-6.35681916123642,0.00830073107044545,1.08814833751635,-8.47861261452326,-7.0848848377019,-6.35678285984313,-5.63862817607621,-4.20754392851714,17184.7618659873,1.00000283647205,2010,5,2010-10-10
4,21,Maize-Soybean,-8.30815696906823,0.00946857386048778,1.13141574213712,-10.5489964230252,-9.0542022583243,-8.31020075917709,-7.56460641647047,-6.09530973224928,14278.2601844688,1.00045810867183,2010,5,2010-10-10
1,28,Switchgrass,-5.7151097635351,0.00826225028417498,1.05917914283601,-7.81692916762943,-6.42681857333254,-5.71545367528062,-5.00655260788812,-3.63729991588738,16433.9570213235,0.999916757909482,2010,5,2010-10-10
2,28,Miscanthus,-7.44067354564556,0.00833228296074708,1.09507398953695,-9.59028756116304,-8.16827126426279,-7.4510211475145,-6.71578381432562,-5.28307986750952,17272.6473901287,0.999905079583479,2010,5,2010-10-10
3,28,Prairie,-6.71587035617488,0.00815276851488953,1.06876762139715,-8.80616675247574,-7.42954243318698,-6.71219814248468,-6.01082313589323,-4.60870933547505,17185.2697613221,1.00000067339952,2010,5,2010-10-10
4,28,Maize-Soybean,-8.32258495985139,0.00896328419337667,1.10348339503594,-10.5036332394057,-9.05213904290081,-8.32244401332061,-7.60017473336533,-6.15760501300889,15156.4423404978,1.00039289571807,2010,5,2010-10-10
1,35,Switchgrass,-6.04033720655855,0.00822441119222266,1.05063232279429,-8.12197622128121,-6.74346229626829,-6.04035721018286,-5.34315245156294,-3.98118976548324,16318.9377103961,0.999922887049178,2010,5,2010-10-10
2,35,Miscanthus,-7.5989687349877,0.00814764003331948,1.08366323790184,-9.7284618838784,-8.31916423782698,-7.61212691715403,-6.88516204198981,-5.47398298463601,17689.8851978377,0.999909007709566,2010,5,2010-10-10
3,35,Prairie,-6.99437209964243,0.0080670813843861,1.05737168069445,-9.0676168326805,-7.70009018757175,-6.99345117122956,-6.30102656324601,-4.90563700255466,17179.9728279722,0.999998399311295,2010,5,2010-10-10
4,35,Maize-Soybean,-8.33377617894351,0.00856986506165455,1.08592824109115,-10.4893389830239,-9.05088818874376,-8.33187276225623,-7.61670763075818,-6.20467279847175,16056.6258646353,1.000341357714,2010,5,2010-10-10
1,42,Switchgrass,-6.30606737610604,0.00820827616466605,1.04591247111328,-8.36574373416964,-7.01006216212383,-6.30569348297435,-5.61252108589252,-4.24824223368734,16236.2886417923,0.999928658547189,2010,5,2010-10-10
2,42,Miscanthus,-7.72830532205857,0.00807534637001785,1.07712210380129,-9.83031316305294,-8.44195065839745,-7.73870982411164,-7.01854846300777,-5.61237582985659,17791.2948778453,0.999912189032325,2010,5,2010-10-10
3,42,Prairie,-7.22192459282353,0.00801429172729032,1.05050128865327,-9.28525756879416,-7.92556955187661,-7.22277021685417,-6.53236073724457,-5.14189517789282,17181.5715423151,0.999996160351231,2010,5,2010-10-10
4,42,Maize-Soybean,-8.3429200707355,0.00835517163479341,1.07438927092062,-10.4820681353641,-9.04884671601568,-8.34211093867311,-7.63046182288401,-6.23590936173095,16535.3188553578,1.00029945907558,2010,5,2010-10-10
1,49,Switchgrass,-6.53073903318635,0.00820507289418512,1.04353289693827,-8.58663432065365,-7.2318233859208,-6.52919083687291,-5.84173328263283,-4.47127744516818,16175.1159198887,0.999934035045002,2010,5,2010-10-10
2,49,Miscanthus,-7.83765784829902,0.00803087587581785,1.0735814828797,-9.93799197080469,-8.5499579873971,-7.84655389672198,-7.13171191871186,-5.72115884195014,17870.8083443921,0.999914821493219,2010,5,2010-10-10
3,49,Prairie,-7.4143174844655,0.00798199401064231,1.04644050640007,-9.4767993669537,-8.11404807157726,-7.41589619221842,-6.7241799502994,-5.34410208652265,17187.2458580757,0.999994011974874,2010,5,2010-10-10
4,49,Maize-Soybean,-8.35065112108845,0.00820302663741825,1.06666769590398,-10.4708129332486,-9.0547989253507,-8.34630404483342,-7.64082947004729,-6.24526709195141,16908.693103321,1.00026470591685,2010,5,2010-10-10
1,55,Switchgrass,-6.69909684901224,0.00820895111194438,1.04272417880579,-8.74735737364184,-7.39999286418816,-6.69744977214033,-6.0122771235651,-4.63574365595952,16134.7986366905,0.999938337261183,2010,5,2010-10-10
2,55,Miscanthus,-7.91960121717847,0.00800772192020619,1.07213555013855,-10.0242596325464,-8.62850388096668,-7.92668604610945,-7.21587203119778,-5.7999752220524,17925.9188865474,0.999916741483077,2010,5,2010-10-10
3,55,Prairie,-7.5584871916649,0.00796529123089369,1.04445985013898,-9.6283260384946,-8.25747377550683,-7.56156714900783,-6.87036505258053,-5.49362369488539,17194.1290262181,0.999992257845835,2010,5,2010-10-10
4,55,Maize-Soybean,-8.35644438744156,0.00810764820566587,1.06213009126688,-10.4746207211618,-9.05867185900661,-8.35214794895132,-7.65437056283973,-6.25346693544196,17161.9105346942,1.00023933151519,2010,5,2010-10-10
1,62,Switchgrass,-6.87370479827508,0.00821864742825977,1.04276978380062,-8.91694479862692,-7.57354013640378,-6.87089660336086,-6.1881523095018,-4.81783997639642,16098.1576548862,0.999943023456424,2010,5,2010-10-10
2,62,Miscanthus,-8.00458666038785,0.0079930048514145,1.07173373835115,-10.107922608788,-8.71161037960332,-8.01336792239874,-7.29891504146991,-5.89136394099939,17978.5081807974,0.99991867134413,2010,5,2010-10-10
3,62,Prairie,-7.70800907038744,0.00795480499328531,1.04337341963388,-9.77707656069885,-8.40633245908512,-7.71219978587812,-7.01828612222088,-5.63740097781825,17203.6445962237,0.999990317278118,2010,5,2010-10-10
4,62,Maize-Soybean,-8.36245272363011,0.00802627491792761,1.0585706177017,-10.4792579475734,-9.05959795743711,-8.35933184705892,-7.66112775389477,-6.27988756574184,17394.4863249642,1.00021382610964,2010,5,2010-10-10
1,69,Switchgrass,-7.02961460929966,0.0082321717601465,1.04357142786737,-9.07850266918438,-7.72941760659204,-7.02899022550756,-6.34375657193491,-4.96994922087623,16069.986560336,0.999947381277354,2010,5,2010-10-10
2,69,Miscanthus,-8.08047131768183,0.00798875958019971,1.07232067910138,-10.1883206644732,-8.78597085185433,-8.08748032826705,-7.37285188180894,-5.9609631616915,18017.339402,0.999920331854537,2010,5,2010-10-10
3,69,Prairie,-7.84151918807732,0.00795134706153864,1.04323860779777,-9.90742954610196,-8.53920078709327,-7.84398071830658,-7.15115536095564,-5.76757871195829,17214.1618425154,0.999988488368478,2010,5,2010-10-10
4,69,Maize-Soybean,-8.36781764867323,0.00796915636115941,1.05638851212323,-10.4812185900445,-9.06364422788038,-8.36652205074533,-7.66865336226557,-6.28846873424746,17572.0586155058,1.00019190209964,2010,5,2010-10-10
1,76,Switchgrass,-7.17044636766113,0.00824831547775528,1.04491127698619,-9.21240896626488,-7.86741934905153,-7.16991550791023,-6.48431289722808,-5.10332629549228,16048.2730848646,0.999951442201459,2010,5,2010-10-10
2,76,Miscanthus,-8.14901716254649,0.00799325903904341,1.07361665777206,-10.2586903602869,-8.85702164197938,-8.15462504688033,-7.44211350490038,-6.02213258231858,18040.5887897805,0.999921773915321,2010,5,2010-10-10
3,76,Prairie,-7.96211752957841,0.00795301953571896,1.04379457551958,-10.0364166129655,-8.66103653685643,-7.96629749972789,-7.27080014860959,-5.89188212819981,17225.267403963,0.999986765436478,2010,5,2010-10-10
4,76,Maize-Soybean,-8.37266373130482,0.00793006360978774,1.05523050349401,-10.4780086459922,-9.06841105715215,-8.36948460022844,-7.67615548520497,-6.30065814659928,17706.850958722,1.00017289927936,2010,5,2010-10-10
1,82,Switchgrass,-7.28119436860807,0.00826361449291945,1.04637395730889,-9.32196153518415,-7.97880407575446,-7.28382803012916,-6.59055960489781,-5.20824669277936,16033.6997641965,0.999954708908386,2010,5,2010-10-10
2,82,Miscanthus,-8.20292059583669,0.00800106334361859,1.07514465754573,-10.3174485499115,-8.91269651032012,-8.20631189431062,-7.49273044055103,-6.06941626543677,18056.7001031746,0.999922865640733,2010,5,2010-10-10
3,82,Prairie,-8.05695427232845,0.00795753072553358,1.04468300177817,-10.1337894135633,-8.75726622796537,-8.06093978317129,-7.36718135462503,-5.98535866668596,17235.0444647217,0.999985367708046,2010,5,2010-10-10
4,82,Maize-Soybean,-8.37647461863674,0.00791344894846603,1.05486374987074,-10.4823091649353,-9.07282861042665,-8.37237039767772,-7.68076961892319,-6.31231681481764,17768.9238593011,1.00015855016957,2010,5,2010-10-10
1,89,Switchgrass,-7.40058700228788,0.00828265979720905,1.04835233969945,-9.44930118357293,-8.09728841115653,-7.40400852505768,-6.70957347203313,-5.32385298800951,16020.4566312811,0.999958293765128,2010,5,2010-10-10
2,89,Miscanthus,-8.26103155774909,0.00801367049426605,1.07729141011713,-10.3859585550264,-8.97392851689647,-8.26332931015154,-7.54780095890096,-6.12290498777172,18071.8840562027,0.999923997853966,2010,5,2010-10-10
3,89,Prairie,-8.15919366617508,0.00796554007988126,1.04608452595722,-10.2396707426522,-8.86011617293433,-8.16133619479414,-7.46748941064892,-6.08170259295688,17246.5845339626,0.999983822837861,2010,5,2010-10-10
4,89,Maize-Soybean,-8.38058297157607,0.0079031323747698,1.05500540709254,-10.4823311918251,-9.07798118690164,-8.37492561717297,-7.68418674332242,-6.3121815611406,17820.1296077916,1.0001437176239,2010,5,2010-10-10
1,96,Switchgrass,-7.51093552925506,0.00830260167946187,1.05054933794187,-9.56415346217065,-8.20640570047602,-7.5146576214246,-6.82047434923937,-5.42628034211112,16010.4854720421,0.999961657483811,2010,5,2010-10-10
2,96,Miscanthus,-8.31474055846413,0.00802917458604364,1.07973377610158,-10.4426415060819,-9.02820019196609,-8.3173280362021,-7.60049680194611,-6.17026901699488,18083.8781329254,0.99992500073541,2010,5,2010-10-10
3,96,Prairie,-8.25368832770713,0.0079758370809156,1.04778774577315,-10.3379402451857,-8.95732538340505,-8.25239343137479,-7.56019944964282,-6.1771859026431,17258.1437213657,0.999982363606798,2010,5,2010-10-10
4,96,Maize-Soybean,-8.38438011283297,0.00790063090276314,1.05563164035056,-10.4852649350656,-9.08388359365101,-8.37901275845414,-7.68778230498389,-6.31553203448503,17852.5908295279,1.00013063519647,2010,5,2010-10-10
1,103,Switchgrass,-7.61351418964647,0.00832314034949332,1.0529071241602,-9.67225078377699,-8.31172903207954,-7.61493151400092,-6.92086523170575,-5.52297093791729,16003.1579751214,0.999964821109529,2010,5,2010-10-10
2,103,Miscanthus,-8.36466779805427,0.008046886583284,1.08239629759444,-10.50542409335,-9.08310127708665,-8.36585881981592,-7.64950309548433,-6.22066095993133,18093.2604853492,0.999925893753283,2010,5,2010-10-10
3,103,Prairie,-8.3415294259121,0.00798789311932883,1.0497207321266,-10.4343833776186,-9.04531233722844,-8.34015529891583,-7.64540608148573,-6.26194856246649,17269.6310301122,0.999980983289636,2010,5,2010-10-10
4,103,Maize-Soybean,-8.38790988956997,0.00790437180386731,1.05663977338761,-10.490243433048,-9.08643342218774,-8.37928150274848,-7.68943571023329,-6.32259153331713,17869.7792513833,1.00011904364449,2010,5,2010-10-10
1,110,Switchgrass,-7.70934556041238,0.00834405706405633,1.05538262171922,-9.7744173361571,-8.41076599197253,-7.71110836014828,-7.01781103781758,-5.61562167420674,15997.9872484027,0.999967803205326,2010,5,2010-10-10
2,110,Miscanthus,-8.41131098670798,0.00806628705999817,1.08522253724941,-10.5639964284824,-9.13054817570349,-8.41410860317104,-7.69278590859438,-6.26450308501135,18100.4870798386,0.999926692654107,2010,5,2010-10-10
3,110,Prairie,-8.42359262325201,0.00800130886727654,1.05182931793459,-10.5191445740536,-9.12701926323922,-8.42159258058271,-7.72470614755086,-6.34404822696687,17280.9841910421,0.999979675660399,2010,5,2010-10-10
4,110,Maize-Soybean,-8.39120748910883,0.00791314040173607,1.05795138660075,-10.4958746614129,-9.09085783718524,-8.38239250707547,-7.69204574335405,-6.31902741525465,17874.4909109949,1.00010873214165,2010,5,2010-10-10
1,116,Switchgrass,-7.78675211141754,0.00836216294025569,1.05757327992752,-9.85764337467693,-8.48962299748896,-7.78926599454631,-7.09183769047946,-5.69268399601873,15994.9795015722,0.999970227270807,2010,5,2010-10-10
2,116,Miscanthus,-8.448986419426,0.00808395624567265,1.08774259978296,-10.6046151541836,-9.16991362050314,-8.45117128389113,-7.72751713505958,-6.29730826796438,18105.2433392742,0.999927312346282,2010,5,2010-10-10
3,116,Prairie,-8.48987811014186,0.00801365624849288,1.05374479636092,-10.5870049304815,-9.19580944912083,-8.48805334856412,-7.78997700477407,-6.4073398683025,17290.576262309,0.999978608353597,2010,5,2010-10-10
4,116,Maize-Soybean,-8.39387108251107,0.00792393111719193,1.05927071189155,-10.5019331554541,-9.09446308040054,-8.38641799282387,-7.6912423329457,-6.32010903297465,17870.328908575,1.00010078029376,2010,5,2010-10-10
1,123,Switchgrass,-7.87215198117901,0.00838338472474827,1.06018693584292,-9.94611388677248,-8.57659258234739,-7.87522611054848,-7.17537896336621,-5.76719734350916,15992.858793095,0.999972914232056,2010,5,2010-10-10
2,123,Miscanthus,-8.4905523722497,0.00810550729777991,1.09076694165184,-10.6507802451249,-9.2126018412119,-8.49149012526477,-7.76518416168058,-6.33287261855428,18109.377918014,0.999927968931318,2010,5,2010-10-10
3,123,Prairie,-8.5630085089771,0.00802883728610697,1.05607686004431,-10.6627069229768,-9.26692329333985,-8.56120619759915,-7.86278153417124,-6.47588234641487,17301.5790182657,0.999977420980552,2010,5,2010-10-10
4,123,Maize-Soybean,-8.39680972952085,0.00793966342547355,1.06099462183177,-10.5070295930273,-9.09786186144438,-8.388812171446,-7.69348870583813,-6.3194731011283,17857.5625550488,1.00009240863538,2010,5,2010-10-10
1,130,Switchgrass,-7.95282368237308,0.00840462374814653,1.06284417071116,-10.0300544625674,-8.65465020121987,-7.95730801518592,-7.25493747300392,-5.84258091349506,15991.9947230861,0.999975461580152,2010,5,2010-10-10
2,130,Miscanthus,-8.52981702376973,0.00812783252274382,1.09385714459492,-10.7005210742334,-9.25329155584566,-8.53102867477371,-7.80280117875755,-6.36964235063926,18112.2216016238,0.999928562638121,2010,5,2010-10-10
3,130,Prairie,-8.63209003918923,0.00804467158644128,1.05848930034362,-10.7402536310967,-9.33821827403064,-8.6302282215762,-7.92957555238783,-6.53967336748636,17312.3612650677,0.999976291342767,2010,5,2010-10-10
4,130,Maize-Soybean,-8.39958567817452,0.00795819179800591,1.06288046239671,-10.5192857414811,-9.10151945942742,-8.39097484643899,-7.69561045320466,-6.31582251630352,17837.7488373159,1.00008489526001,2010,5,2010-10-10
1,1,Switchgrass,-1.94385085828287,0.0060823149594251,0.860169230624374,-3.59088657483667,-2.52258507977778,-1.9520485597156,-1.37059799911599,-0.254064014409453,20000,1.00006401997364,2011,4,2011-08-03
2,1,Miscanthus,-4.17892425056134,0.00639101493384892,0.815980293557108,-5.69575765390263,-4.73845613375303,-4.20330755644542,-3.64600131918667,-2.52718786771835,16301.2037621919,1.00025754194367,2011,4,2011-08-03
3,1,Prairie,-2.79768587356628,0.00580610154956534,0.776833541846129,-4.29980217850678,-3.32976399734816,-2.80624304023172,-2.28127716536624,-1.22468749632558,17901.3870797172,0.999905758256069,2011,4,2011-08-03
4,1,Maize-Soybean,-4.97285778921113,0.00727318145058041,0.92490943506207,-6.73176458596374,-5.59919799102814,-4.99552637503787,-4.36277875247829,-3.1130002963944,16171.4727987203,0.999918727214108,2011,4,2011-08-03
1,8,Switchgrass,-3.40697508052312,0.00444354905939598,0.6284127344868,-4.62649795809422,-3.83654063260722,-3.40701653270007,-2.98805205919904,-2.17246470144178,20000,1.00006149919093,2011,4,2011-08-03
2,8,Miscanthus,-4.82695021438789,0.00476675437033511,0.612277105402735,-6.01167440038383,-5.23972679776,-4.83736338808938,-4.42251591879631,-3.6038109179656,16498.729182554,1.00019870068566,2011,4,2011-08-03
3,8,Prairie,-3.91493664008503,0.00447125083961884,0.601752450303019,-5.09100130776583,-4.31962833771806,-3.91696019682277,-3.51706258778072,-2.71974819358379,18112.4694235712,1.00000912248831,2011,4,2011-08-03
4,8,Maize-Soybean,-5.03690224081265,0.00493338038389257,0.649241294023685,-6.2811010613163,-5.47407787699838,-5.04503619514168,-4.60249639625453,-3.74912580285619,17319.0100441384,0.999903169152548,2011,4,2011-08-03
1,15,Switchgrass,-3.8492729463087,0.00419642716434731,0.579100249569069,-4.98659126838619,-4.23950232930957,-3.8498706656225,-3.46204848181249,-2.70246152067097,19043.5594004541,1.00007318457996,2011,4,2011-08-03
2,15,Miscanthus,-5.0228464318227,0.00439465714897439,0.569822534203227,-6.12769023813968,-5.40555784512495,-5.0260513677183,-4.6440658479063,-3.89228807240066,16812.3817048515,1.00015916198543,2011,4,2011-08-03
3,15,Prairie,-4.25267804444911,0.00421684172238081,0.566287778614204,-5.36163982033,-4.63420147248502,-4.25570778106978,-3.87583542983961,-3.13799815097967,18034.3202473148,1.00005498266895,2011,4,2011-08-03
4,15,Maize-Soybean,-5.05626267776542,0.00438694347707312,0.589199734752973,-6.19659650619159,-5.45254534465759,-5.06009588620341,-4.66102404909461,-3.90360268745495,18038.5243769531,0.999903378497122,2011,4,2011-08-03
1,21,Switchgrass,-4.0860195292947,0.00405586187850382,0.558587089346615,-5.17882799471198,-4.46169778655278,-4.08700365187049,-3.71115277841325,-2.98235034998186,18967.7350100195,1.00008352195859,2011,4,2011-08-03
2,21,Miscanthus,-5.12770282767079,0.0042373528269231,0.552303359320859,-6.21351212592279,-5.4986784708709,-5.12694676543025,-4.75834357353317,-4.03263327073596,16988.9334346591,1.00013346539985,2011,4,2011-08-03
3,21,Prairie,-4.43345920936402,0.00411241901071185,0.551838076354944,-5.51682632168547,-4.8034903296893,-4.43522104816202,-4.06515369888906,-3.34534939771062,18006.4711698856,1.00008066607379,2011,4,2011-08-03
4,21,Maize-Soybean,-5.06662564274502,0.00416770996416954,0.564087011916547,-6.16506866418892,-5.44584097656779,-5.0681336661943,-4.68848731472096,-3.95704782181735,18318.8085511678,0.999905975301773,2011,4,2011-08-03
1,28,Switchgrass,-4.288436668739,0.00396126836729117,0.544780280834377,-5.36066721014084,-4.65283232155238,-4.28916692752339,-3.92552386047889,-3.21062054287354,18913.6011609466,1.00009475233365,2011,4,2011-08-03
2,28,Miscanthus,-5.21735451950223,0.00412944788988603,0.540568508924716,-6.28529491435816,-5.58172242043816,-5.21458306768937,-4.85428418060016,-4.14488361549842,17136.3176536629,1.00010958382559,2011,4,2011-08-03
3,28,Prairie,-4.58802619743179,0.00404247634161609,0.542252923411104,-5.65773382377527,-4.95051342785854,-4.59070883407851,-4.22679691693657,-3.51965176195373,17993.2175272907,1.00010231673395,2011,4,2011-08-03
4,28,Maize-Soybean,-5.07548592575681,0.0040179241178067,0.547197560779229,-6.15041965310053,-5.44370540476351,-5.07518554854584,-4.70704252254301,-3.99838141446895,18547.4771485723,0.999909936245074,2011,4,2011-08-03
