"Year","Treatment","Block","Sample","Upper","Lower","Pct_dead","Mass_root","Mass_rhizome","Soil_length","Biomass_notes","Num_cores","Fert_kg_ha","Pct_N_root","Pct_C_root","CN_notes_root","Pct_N_rhizome","Pct_C_rhizome","CN_notes_rhizome","Midpoint","Layer_fraction","Mass_total","Biomass_g_cm3","Biomass_g_m2","Mass_root_C","Mass_root_N","Mass_rhizome_C","Mass_rhizome_N","Mass_total_C","Mass_total_N","C_g_cm3","N_g_cm3","C_g_m2","N_g_m2"
2011,"Miscanthus",3,"4",100,126,"5",0.42,0,84,"",3,0,0.44,24.93,"",NA,NA,NA,114,1.07692307692308,0.42,0.00043856116475333,114.025902835866,0.104706,0.001848,0,0,0.104706,0.001848,0.000109333298373005,1.92966912491465e-06,28.4266575769813,0.501713972477809
2011,"Miscanthus",4,"1",0,10,"5",0.29,2.28,30,"",3,0,0.69,41.03,"Root",0.32,44.63,"Rhizome",5,1,2.57,0.00751401462277372,751.401462277372,0.118987,0.002001,1.017564,0.007296,1.136551,0.009297,0.00332298086907708,2.71820209914114e-05,332.298086907708,2.71820209914114
2011,"Miscanthus",4,"1",10,30,"25",0.24,0,60,"",3,0,0.79,36.18,"",NA,NA,NA,20,1,0.24,0.000350848931802664,70.1697863605328,0.086832,0.001896,0,0,0.086832,0.001896,0.000126937143526204,2.77170656124105e-06,25.3874287052408,0.554341312248209
2011,"Miscanthus",4,"1",30,50,"1",0.1,0,60,"",3,0,0.51,35.59,"",NA,NA,NA,40,1,0.1,0.000146187054917777,29.2374109835553,0.03559,0.00051,0,0,0.03559,0.00051,5.20279728452367e-05,7.45553980080661e-07,10.4055945690473,0.149110796016132
2011,"Miscanthus",4,"1",50,100,"0",0.27,0,150,"",3,0,0.55,28.75,"",NA,NA,NA,75,1,0.27,0.000157882019311199,78.9410096555994,0.077625,0.001485,0,0,0.077625,0.001485,4.53910805519697e-05,8.68351106211594e-07,22.6955402759848,0.434175553105797
2011,"Miscanthus",4,"1",100,126,"15",0.09,0,90,"",3,0,0.51,35.36,"",NA,NA,NA,115,1.15384615384615,0.09,8.7712232950666e-05,22.8051805671732,0.031824,0.000459,0,0,0.031824,0.000459,3.10150455713555e-05,4.47332388048397e-07,8.06391184855243,0.116306420892583
2011,"Miscanthus",4,"2",0,10,"15",0.3,0,30,"",3,0,0.86,40.25,"",NA,NA,NA,5,1,0.3,0.00087712232950666,87.712232950666,0.12075,0.00258,0,0,0.12075,0.00258,0.000353041737626431,7.54325203375728e-06,35.3041737626431,0.754325203375728
2011,"Miscanthus",4,"2",10,30,"5",0.61,0,60,"",3,0,0.54,37.15,"",NA,NA,NA,20,1,0.61,0.000891741034998438,178.348206999688,0.226615,0.003294,0,0,0.226615,0.003294,0.00033128179450192,4.81540158899156e-06,66.2563589003839,0.963080317798313
2011,"Miscanthus",4,"2",30,50,"1",0.24,0,60,"",3,0,0.39,37.13,"",NA,NA,NA,40,1,0.24,0.000350848931802664,70.1697863605328,0.089112,0.000936,0,0,0.089112,0.000936,0.000130270208378329,1.36831083403039e-06,26.0540416756658,0.273662166806078
2011,"Miscanthus",4,"2",50,100,"2",0.47,0,150,"",3,0,0.48,36.75,"",NA,NA,NA,75,1,0.47,0.00027483166324542,137.41583162271,0.172725,0.002256,0,0,0.172725,0.002256,0.000101000636242692,1.31919198357802e-06,50.5003181213459,0.659595991789008
2011,"Miscanthus",4,"2",100,126,"0",0.22,0,71,"",3,0,0.31,32.08,"",NA,NA,NA,111.833333333333,0.91025641025641,0.22,0.000271784383790796,70.663939785607,0.070576,0.000682,0,0,0.070576,0.000682,8.71884303200874e-05,8.42531589751468e-07,22.6689918832227,0.219058213335382
2011,"Miscanthus",4,"3",0,10,"5",0.41,0,30,"",3,0,0.65,44.06,"",NA,NA,NA,5,1,0.41,0.00119873385032577,119.873385032577,0.180646,0.002665,0,0,0.180646,0.002665,0.000528162134453534,7.7917700271175e-06,52.8162134453534,0.77917700271175
2011,"Miscanthus",4,"3",10,30,"5",0.37,1.27,60,"",3,0,0.56,35.11,"",NA,NA,NA,20,1,1.64,0.00239746770065154,479.493540130308,0.129907,0.002072,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Miscanthus",4,"3",30,50,"1",0.17,0,60,"",3,0,0.32,36.51,"",NA,NA,NA,40,1,0.17,0.00024851799336022,49.7035986720441,0.062067,0.000544,0,0,0.062067,0.000544,9.07339193758165e-05,7.95257578752705e-07,18.1467838751633,0.159051515750541
2011,"Miscanthus",4,"3",50,100,"40",0.4,0,150,"",3,0,0.59,36.67,"",NA,NA,NA,75,1,0.4,0.000233899287868443,116.949643934221,0.14668,0.00236,0,0,0.14668,0.00236,8.57708688613579e-05,1.38000579842381e-06,42.885434430679,0.690002899211906
2011,"Miscanthus",4,"3",100,126,"1",0.23,0,86,"",3,0,0.36,37.97,"",NA,NA,NA,114.333333333333,1.1025641025641,0.23,0.000234579227658758,60.9905991912771,0.087331,0.000828,0,0,0.087331,0.000828,8.90697327420304e-05,8.44485219571528e-07,23.1581305129279,0.219566157088597
2011,"Miscanthus",4,"4",0,10,"25",0.31,0,30,"",3,0,0.5,42.47,"",NA,NA,NA,5,1,0.31,0.000906359740490216,90.6359740490215,0.131657,0.00155,0,0,0.131657,0.00155,0.000384930981786195,4.53179870245108e-06,38.4930981786194,0.453179870245108
2011,"Miscanthus",4,"4",10,30,"5",0.38,0,60,"",3,0,0.56,38.71,"",NA,NA,NA,20,1,0.38,0.000555510808687551,111.10216173751,0.147098,0.002128,0,0,0.147098,0.002128,0.000215038234042951,3.11086052865029e-06,43.0076468085902,0.622172105730058
2011,"Miscanthus",4,"4",30,50,"2",0.48,0,60,"",3,0,0.57,38.96,"",NA,NA,NA,40,1,0.48,0.000701697863605328,140.339572721066,0.187008,0.002736,0,0,0.187008,0.002736,0.000273381487660636,3.99967782255037e-06,54.6762975321272,0.799935564510074
2011,"Miscanthus",4,"4",50,100,"10",0.38,0,150,"",3,0,0.57,37.55,"",NA,NA,NA,75,1,0.38,0.000222204323475021,111.10216173751,0.14269,0.002166,0,0,0.14269,0.002166,8.34377234648702e-05,1.26656464380762e-06,41.7188617324351,0.633282321903809
2011,"Miscanthus",4,"4",100,126,"1",0.36,0,87,"",3,0,0.34,34.05,"",NA,NA,NA,114.5,1.11538461538462,0.36,0.000362947170830342,94.3662644158889,0.12258,0.001224,0,0,0.12258,0.001224,0.000123583511667731,1.23402038082316e-06,32.1317130336102,0.320845299014022
2011,"Switchgrass",0,"1",0,10,"10",0.5,0,30,"",3,56,0.95,44.07,"",NA,NA,NA,5,1,0.5,0.00146187054917777,146.187054917777,0.22035,0.00475,0,0,0.22035,0.00475,0.000644246351022642,1.38877702171888e-05,64.4246351022642,1.38877702171888
2011,"Switchgrass",0,"1",10,30,"5",0.56,0,60,"",3,56,0.69,40.81,"",NA,NA,NA,20,1,0.56,0.000818647507539549,163.72950150791,0.228536,0.003864,0,0,0.228536,0.003864,0.00033409004782689,5.64866780202289e-06,66.818009565378,1.12973356040458
2011,"Switchgrass",0,"1",30,50,"0",0.19,0,60,"",3,56,0.42,44.47,"",NA,NA,NA,40,1,0.19,0.000277755404343776,55.5510808687551,0.084493,0.000798,0,0,0.084493,0.000798,0.000123517828311677,1.16657269824386e-06,24.7035656623354,0.233314539648772
2011,"Switchgrass",0,"1",50,100,"1",0.64,0,150,"",3,56,0.59,42.57,"",NA,NA,NA,75,1,0.64,0.000374238860589508,187.119430294754,0.272448,0.003776,0,0,0.272448,0.003776,0.000159313482952954,2.2080092774781e-06,79.6567414764768,1.10400463873905
2011,"Switchgrass",0,"1",100,126,"0",0.13,0,80,"",3,56,0.53,40.32,"",NA,NA,NA,113.333333333333,1.02564102564103,0.13,0.000142532378544832,37.0584184216564,0.052416,0.000689,0,0,0.052416,0.000689,5.74690550292764e-05,7.55421606287611e-07,14.9419543076119,0.196409617634779
2011,"Switchgrass",0,"2",0,10,"10",1.55,0,30,"",3,56,0.94,43.84,"",NA,NA,NA,5,1,1.55,0.00453179870245108,453.179870245108,0.67952,0.01457,0,0,0.67952,0.01457,0.00198674055115455,4.25989078030401e-05,198.674055115455,4.25989078030401
2011,"Switchgrass",0,"2",10,30,"10",0.47,0,60,"",3,56,0.55,40.1,"",NA,NA,NA,20,1,0.47,0.00068707915811355,137.41583162271,0.18847,0.002585,0,0,0.18847,0.002585,0.000275518742403534,3.77893536962453e-06,55.1037484807067,0.755787073924905
2011,"Switchgrass",0,"2",30,50,"0",0.24,0,60,"",3,56,0.55,42.32,"",NA,NA,NA,40,1,0.24,0.000350848931802664,70.1697863605328,0.101568,0.00132,0,0,0.101568,0.00132,0.000148479267938887,1.92966912491465e-06,29.6958535877775,0.38593382498293
2011,"Switchgrass",0,"2",50,100,"1",0.56,0,150,"",3,56,0.82,41.85,"",NA,NA,NA,75,1,0.56,0.00032745900301582,163.72950150791,0.23436,0.004592,0,0,0.23436,0.004592,0.000137041592762121,2.68516382472972e-06,68.5207963810603,1.34258191236486
2011,"Switchgrass",0,"2",100,126,"1",0.18,0,130,"",3,56,0.58,38.16,"",NA,NA,NA,121.666666666667,1.66666666666667,0.18,0.000121447707162461,31.5764038622398,0.068688,0.001044,0,0,0.068688,0.001044,4.6344445053195e-05,7.04396701542272e-07,12.0495557138307,0.183143142400991
2011,"Switchgrass",0,"3",0,10,"10",1.1,0,30,"",3,56,0.95,44.61,"",NA,NA,NA,5,1,1.1,0.00321611520819109,321.611520819109,0.49071,0.01045,0,0,0.49071,0.01045,0.00143470899437404,3.05530944778153e-05,143.470899437404,3.05530944778153
2011,"Switchgrass",0,"3",10,30,"2",0.78,0,60,"",3,56,0.86,41.53,"",NA,NA,NA,20,1,0.78,0.00114025902835866,228.051805671732,0.323934,0.006708,0,0,0.323934,0.006708,0.000473549574477351,9.80622764388446e-06,94.7099148954701,1.96124552877689
2011,"Switchgrass",0,"3",30,50,"2",0.26,0,60,"",3,56,0.59,38.23,"",NA,NA,NA,40,1,0.26,0.000380086342786219,76.0172685572439,0.099398,0.001534,0,0,0.099398,0.001534,0.000145307008847172,2.24250942243869e-06,29.0614017694343,0.448501884487739
2011,"Switchgrass",0,"3",50,100,"1",0.17,0,137,"",3,56,0.78,38.92,"",NA,NA,NA,72.8333333333333,0.913333333333333,0.17,0.000108839997092067,54.4199985460337,0.066164,0.001326,0,0,0.066164,0.001326,4.23605268682326e-05,8.48951977318125e-07,21.1802634341163,0.424475988659062
2011,"Switchgrass",0,"3",100,126,"50",0.01,0,15,"",3,56,NA,NA,"NEM",NA,NA,NA,102.5,0.192307692307692,0.01,5.84748219671107e-05,15.2034537114488,NA,NA,0,0,NA,NA,NA,NA,NA,NA
2011,"Switchgrass",0,"4",0,10,"10",0.91,0,30,"",3,56,1.08,42.69,"",NA,NA,NA,5,1,0.91,0.00266060439950354,266.060439950354,0.388479,0.009828,0,0,0.388479,0.009828,0.00113581201814806,2.87345275146382e-05,113.581201814806,2.87345275146382
2011,"Switchgrass",0,"4",10,30,"1",0.61,0,60,"",3,56,0.71,39.78,"",NA,NA,NA,20,1,0.61,0.000891741034998438,178.348206999688,0.242658,0.004331,0,0,0.242658,0.004331,0.000354734583722379,6.33136134848891e-06,70.9469167444757,1.26627226969778
2011,"Switchgrass",0,"4",30,50,"1",0.25,0,60,"",3,56,0.59,38.51,"",NA,NA,NA,40,1,0.25,0.000365467637294442,73.0935274588883,0.096275,0.001475,0,0,0.096275,0.001475,0.000140741587122089,2.15625906003721e-06,28.1483174244179,0.431251812007441
2011,"Switchgrass",0,"4",50,100,"5",0.27,0,150,"",3,56,0.61,38.42,"",NA,NA,NA,75,1,0.27,0.000157882019311199,78.9410096555994,0.103734,0.001647,0,0,0.103734,0.001647,6.06582718193626e-05,9.63080317798313e-07,30.3291359096813,0.481540158899156
2011,"Switchgrass",0,"4",100,126,"1",0.06,0,103,"",3,56,0.86,35.64,"",NA,NA,NA,117.166666666667,1.32051282051282,0.06,5.10945046314559e-05,13.2845712041785,0.021384,0.000516,0,0,0.021384,0.000516,1.82100814506509e-05,4.39412739830521e-07,4.73462117716923,0.114247312355935
2011,"Switchgrass",0,"5",0,10,"0",0.34,0,30,"",3,56,0.84,44.59,"",NA,NA,NA,5,1,0.34,0.000994071973440882,99.4071973440881,0.151606,0.002856,0,0,0.151606,0.002856,0.000443256692957289,8.3502045769034e-06,44.3256692957289,0.83502045769034
2011,"Switchgrass",0,"5",10,30,"5",0.49,0,60,"",3,56,0.55,44.3,"",NA,NA,NA,20,1,0.49,0.000716316569097106,143.263313819421,0.21707,0.002695,0,0,0.21707,0.002695,0.000317328240110018,3.93974113003408e-06,63.4656480220036,0.787948226006816
2011,"Switchgrass",0,"5",30,50,"0",0.36,0,60,"",3,56,0.73,40.75,"",NA,NA,NA,40,1,0.36,0.000526273397703996,105.254679540799,0.1467,0.002628,0,0,0.1467,0.002628,0.000214456409564378,3.84179580323917e-06,42.8912819128757,0.768359160647834
2011,"Switchgrass",0,"5",50,100,"5",0.32,0,150,"",3,56,0.75,40.17,"",NA,NA,NA,75,1,0.32,0.000187119430294754,93.5597151473771,0.128544,0.0024,0,0,0.128544,0.0024,7.51658751494027e-05,1.40339572721066e-06,37.5829375747014,0.701697863605328
2011,"Switchgrass",0,"5",100,126,"0",0.01,0,122,"",3,56,0.85,36.79,"",NA,NA,NA,120.333333333333,1.56410256410256,0.01,7.1895272910382e-06,1.86927709566993,0.003679,8.5e-05,0,0,0.003679,8.5e-05,2.64502709037295e-06,6.11109819738247e-08,0.687707043496968,0.0158888553131944
2011,"Switchgrass",0,"6",0,10,"15",0.85,0,30,"",3,56,0.95,44.44,"",NA,NA,NA,5,1,0.85,0.0024851799336022,248.51799336022,0.37774,0.008075,0,0,0.37774,0.008075,0.00110441396249282,2.36092093692209e-05,110.441396249282,2.36092093692209
2011,"Switchgrass",0,"6",10,30,"0",0.79,0,60,"",3,56,0.57,41.38,"",NA,NA,NA,20,1,0.79,0.00115487773385044,230.975546770087,0.326902,0.004503,0,0,0.326902,0.004503,0.00047788840626731,6.58280308294748e-06,95.5776812534621,1.3165606165895
2011,"Switchgrass",0,"6",30,50,"1",0.33,0,60,"",3,56,0.72,41.86,"",NA,NA,NA,40,1,0.33,0.000482417281228663,96.4834562457326,0.138138,0.002376,0,0,0.138138,0.002376,0.000201939873922318,3.47340442484637e-06,40.3879747844637,0.694680884969275
2011,"Switchgrass",0,"6",50,100,"0",0.49,0,150,"",3,56,0.73,42.07,"",NA,NA,NA,75,1,0.49,0.000286526627638842,143.263313819421,0.206143,0.003577,0,0,0.206143,0.003577,0.000120541752247661,2.09164438176355e-06,60.2708761238305,1.04582219088177
2011,"Switchgrass",0,"6",100,126,"0",0.01,0,95,"",3,56,0.52,44.41,"",NA,NA,NA,115.833333333333,1.21794871794872,0.01,9.2328666263859e-06,2.40054532286033,0.004441,5.2e-05,0,0,0.004441,5.2e-05,4.10031606877798e-06,4.80109064572067e-08,1.06608217788227,0.0124828356788737
2011,"Switchgrass",0,"7",0,10,"2",0.58,0,30,"",3,56,1.21,43.03,"",NA,NA,NA,5,1,0.58,0.00169576983704621,169.576983704621,0.249574,0.007018,0,0,0.249574,0.007018,0.000729689760880984,2.05188150282591e-05,72.9689760880984,2.05188150282591
2011,"Switchgrass",0,"7",10,30,"0",0.42,0,60,"",3,56,0.81,41.9,"",NA,NA,NA,20,1,0.42,0.000613985630654662,122.797126130932,0.17598,0.003402,0,0,0.17598,0.003402,0.000257259979244303,4.97328360830276e-06,51.4519958488607,0.994656721660552
2011,"Switchgrass",0,"7",30,50,"0",0.23,0,60,"",3,56,0.59,42.42,"",NA,NA,NA,40,1,0.23,0.000336230226310886,67.2460452621773,0.097566,0.001357,0,0,0.097566,0.001357,0.000142628862001078,1.98375833523423e-06,28.5257724002156,0.396751667046846
2011,"Switchgrass",0,"7",50,100,"0",0.57,0,150,"",3,56,0.58,42.89,"",NA,NA,NA,75,1,0.57,0.000333306485212531,166.653242606265,0.244473,0.003306,0,0,0.244473,0.003306,0.000142955151507654,1.93317761423268e-06,71.4775757538272,0.966588807116339
2011,"Switchgrass",0,"7",100,126,"1",0.29,0,112,"",3,56,0.67,39.82,"",NA,NA,NA,118.666666666667,1.43589743589744,0.29,0.00022711203174726,59.0491282542876,0.115478,0.001943,0,0,0.115478,0.001943,9.0436011041759e-05,1.52165061270664e-06,23.5133628708573,0.395629159303727
2011,"Switchgrass",0,"8",0,10,"5",0.57,0,30,"",3,56,1.17,44.63,"",NA,NA,NA,5,1,0.57,0.00166653242606265,166.653242606265,0.254391,0.006669,0,0,0.254391,0.006669,0.000743773421751763,1.94984293849331e-05,74.3773421751762,1.94984293849331
2011,"Switchgrass",0,"8",10,30,"3",0.63,0,60,"",3,56,1.02,41.83,"",NA,NA,NA,20,1,0.63,0.000920978445981993,184.195689196399,0.263529,0.006426,0,0,0.263529,0.006426,0.000385245283954268,9.39398014901633e-06,77.0490567908535,1.87879602980327
2011,"Switchgrass",0,"8",30,50,"1",0.25,0,60,"",3,56,0.54,39.81,"",NA,NA,NA,40,1,0.25,0.000365467637294442,73.0935274588883,0.099525,0.00135,0,0,0.099525,0.00135,0.000145492666406917,1.97352524138999e-06,29.0985332813834,0.394705048277997
2011,"Switchgrass",0,"8",50,100,"5",0.38,0,150,"",3,56,0.67,40.92,"",NA,NA,NA,75,1,0.38,0.000222204323475021,111.10216173751,0.155496,0.002546,0,0,0.155496,0.002546,9.09260091659784e-05,1.48876896728264e-06,45.4630045829892,0.744384483641319
2011,"Switchgrass",0,"8",100,126,"1",0.08,0,112,"",3,56,0.73,35.79,"",NA,NA,NA,118.666666666667,1.43589743589744,0.08,6.26515949647614e-05,16.289414690838,0.028632,0.000584,0,0,0.028632,0.000584,2.24230058378881e-05,4.57356643242758e-07,5.82998151785091,0.118912727243117
2011,"Switchgrass",1,"1",0,10,"10",2.66,0,30,"",3,56,0.58,45,"",NA,NA,NA,5,1,2.66,0.00777715132162572,777.715132162572,1.197,0.015428,0,0,1.197,0.015428,0.00349971809473157,4.51074776654292e-05,349.971809473157,4.51074776654292
2011,"Switchgrass",1,"1",10,30,"5",0.6,0,60,"",3,56,0.5,42.64,"",NA,NA,NA,20,1,0.6,0.00087712232950666,175.424465901332,0.25584,0.003,0,0,0.25584,0.003,0.00037400496130164,4.3856116475333e-06,74.800992260328,0.87712232950666
2011,"Switchgrass",1,"1",30,50,"1",0.35,0,60,"",3,56,0.31,43.02,"",NA,NA,NA,40,1,0.35,0.000511654692212218,102.330938442444,0.15057,0.001085,0,0,0.15057,0.001085,0.000220113848589696,1.58612954585788e-06,44.0227697179393,0.317225909171575
2011,"Switchgrass",1,"1",50,100,"0",0.84,0,150,"",3,56,0.4,38.49,"",NA,NA,NA,75,1,0.84,0.00049118850452373,245.594252261865,0.323316,0.00336,0,0,0.323316,0.00336,0.000189058455391184,1.96475401809492e-06,94.5292276955918,0.982377009047459
2011,"Switchgrass",1,"1",100,126,"10",0.28,0,62,"",3,56,NA,NA,"NEM",NA,NA,NA,110.333333333333,0.794871794871795,0.28,0.000396119761712685,102.991138045298,NA,NA,0,0,NA,NA,NA,NA,NA,NA
2011,"Switchgrass",1,"2",0,10,"5",0.59,0,30,"",3,56,0.53,45.12,"",NA,NA,NA,5,1,0.59,0.00172500724802976,172.500724802976,0.266208,0.003127,0,0,0.266208,0.003127,0.00077832327031103,9.14253841455775e-06,77.832327031103,0.914253841455775
2011,"Switchgrass",1,"2",10,30,"1",0.49,0,60,"",3,56,0.46,43.28,"",NA,NA,NA,20,1,0.49,0.000716316569097106,143.263313819421,0.212072,0.002254,0,0,0.212072,0.002254,0.000310021811105227,3.29505621784669e-06,62.0043622210455,0.659011243569337
2011,"Switchgrass",1,"2",30,50,"3",0.27,0,60,"",3,56,0.5,42.21,"",NA,NA,NA,40,1,0.27,0.000394705048277997,78.9410096555994,0.113967,0.00135,0,0,0.113967,0.00135,0.000166605000878143,1.97352524138999e-06,33.3210001756285,0.394705048277997
2011,"Switchgrass",1,"2",50,100,"0",0.32,0,150,"",3,56,0.57,42.05,"",NA,NA,NA,75,1,0.32,0.000187119430294754,93.5597151473771,0.13456,0.001824,0,0,0.13456,0.001824,7.86837204389441e-05,1.0665807526801e-06,39.3418602194721,0.533290376340049
2011,"Switchgrass",1,"2",100,126,"0",0.07,0,64,"",3,56,NA,NA,"NEM",NA,NA,NA,110.666666666667,0.82051282051282,0.07,9.5935254789791e-05,24.9431662453456,NA,NA,0,0,NA,NA,NA,NA,NA,NA
2011,"Switchgrass",1,"3",0,10,"20",1.21,0,30,"",3,56,0.65,43.99,"",NA,NA,NA,5,1,1.21,0.0035377267290102,353.77267290102,0.532279,0.007865,0,0,0.532279,0.007865,0.00155624598809159,2.29952237385663e-05,155.624598809158,2.29952237385663
2011,"Switchgrass",1,"3",10,30,"1",0.35,0,60,"",3,56,0.35,41.07,"",NA,NA,NA,20,1,0.35,0.000511654692212218,102.330938442444,0.143745,0.001225,0,0,0.143745,0.001225,0.000210136582091558,1.79079142274276e-06,42.0273164183116,0.358158284548553
2011,"Switchgrass",1,"3",30,50,"0",0.17,0,60,"",3,56,0.48,41.07,"",NA,NA,NA,40,1,0.17,0.00024851799336022,49.7035986720441,0.069819,0.000816,0,0,0.069819,0.000816,0.000102066339873043,1.19288636812906e-06,20.4132679746085,0.238577273625812
2011,"Switchgrass",1,"3",50,100,"1",0.34,0,150,"",3,56,0.57,42.56,"",NA,NA,NA,75,1,0.34,0.000198814394688176,99.4071973440881,0.144704,0.001938,0,0,0.144704,0.001938,8.46154063792878e-05,1.1332420497226e-06,42.3077031896439,0.566621024861302
2011,"Switchgrass",1,"3",100,126,"1",0.05,0,73,"",3,56,0.63,40.8,"",NA,NA,NA,112.166666666667,0.935897435897436,0.05,6.00768718840178e-05,15.6199866898446,0.0204,0.000315,0,0,0.0204,0.000315,2.45113637286793e-05,3.78484292869312e-07,6.37295456945661,0.0984059161460212
2011,"Switchgrass",1,"4",0,10,"5",5.06,0,30,"",3,56,0.52,35.05,"",NA,NA,NA,5,1,5.06,0.014794129957679,1479.4129957679,1.77353,0.026312,0,0,1.77353,0.026312,0.00518534255016649,7.69294757799308e-05,518.534255016649,7.69294757799308
2011,"Switchgrass",1,"4",10,30,"1",0.78,0,60,"",3,56,0.32,43.87,"",NA,NA,NA,20,1,0.78,0.00114025902835866,228.051805671732,0.342186,0.002496,0,0,0.342186,0.002496,0.000500231635740943,3.64882889074771e-06,100.046327148189,0.729765778149541
2011,"Switchgrass",1,"4",30,50,"1",0.23,0,60,"",3,56,0.64,39.88,"",NA,NA,NA,40,1,0.23,0.000336230226310886,67.2460452621773,0.091724,0.001472,0,0,0.091724,0.001472,0.000134088614252782,2.15187344838967e-06,26.8177228505563,0.430374689677935
2011,"Switchgrass",1,"4",50,100,"1",0.35,0,150,"",3,56,0.74,39.57,"",NA,NA,NA,75,1,0.35,0.000204661876884887,102.330938442444,0.138495,0.00259,0,0,0.138495,0.00259,8.09847046833499e-05,1.51449788894817e-06,40.492352341675,0.757248944474083
2011,"Switchgrass",1,"4",100,126,"0",0.19,0,80,"",3,56,0.36,36.83,"",NA,NA,NA,113.333333333333,1.02564102564103,0.19,0.000208316553257832,54.1623038470362,0.069977,0.000684,0,0,0.069977,0.000684,7.67229865648594e-05,7.49939591728194e-07,19.9479765068634,0.19498429384933
2011,"Switchgrass",2,"1",0,10,"2",1.88,0,30,"",3,56,0.8,41.65,"",NA,NA,NA,5,1,1.88,0.0054966332649084,549.66332649084,0.78302,0.01504,0,0,0.78302,0.01504,0.00228934775483435,4.39730661192672e-05,228.934775483435,4.39730661192672
2011,"Switchgrass",2,"1",10,30,"5",0.69,0,60,"",3,56,0.72,39.75,"",NA,NA,NA,20,1,0.69,0.00100869067893266,201.738135786532,0.274275,0.004968,0,0,0.274275,0.004968,0.000400954544875732,7.26257288831515e-06,80.1909089751464,1.45251457766303
2011,"Switchgrass",2,"1",30,50,"0",0.24,0,60,"",3,56,0.56,41.61,"",NA,NA,NA,40,1,0.24,0.000350848931802664,70.1697863605328,0.099864,0.001344,0,0,0.099864,0.001344,0.000145988240523089,1.96475401809492e-06,29.1976481046177,0.392950803618984
2011,"Switchgrass",2,"1",50,100,"1",0.26,0,150,"",3,56,0.59,41.85,"",NA,NA,NA,75,1,0.26,0.000152034537114488,76.0172685572439,0.10881,0.001534,0,0,0.10881,0.001534,6.36264537824131e-05,8.97003768975478e-07,31.8132268912066,0.448501884487739
2011,"Switchgrass",2,"1",100,126,"0",0.05,0,90,"",3,56,0.59,38.39,"",NA,NA,NA,115,1.15384615384615,0.05,4.87290183059256e-05,12.6695447595406,0.019195,0.000295,0,0,0.019195,0.000295,1.87070701276448e-05,2.87501208004961e-07,4.86383823318766,0.0747503140812898
2011,"Switchgrass",2,"2",0,10,"5",2.29,0,30,"",3,56,0.71,45.76,"",NA,NA,NA,5,1,2.29,0.00669536711523417,669.536711523417,1.047904,0.016259,0,0,1.047904,0.016259,0.00306379999193116,4.75371065181626e-05,306.379999193116,4.75371065181626
2011,"Switchgrass",2,"2",10,30,"1",0.64,0,60,"",3,56,0.52,41.34,"",NA,NA,NA,20,1,0.64,0.000935597151473771,187.119430294754,0.264576,0.003328,0,0,0.264576,0.003328,0.000386775862419257,4.86510518766361e-06,77.3551724838514,0.973021037532722
2011,"Switchgrass",2,"2",30,50,"0",0.23,0,60,"",3,56,0.35,42.43,"",NA,NA,NA,40,1,0.23,0.000336230226310886,67.2460452621773,0.097589,0.000805,0,0,0.097589,0.000805,0.000142662485023709,1.1768057920881e-06,28.5324970047418,0.23536115841762
2011,"Switchgrass",2,"2",50,100,"0",0.34,0,150,"",3,56,0.58,40.38,"",NA,NA,NA,75,1,0.34,0.000198814394688176,99.4071973440881,0.137292,0.001972,0,0,0.137292,0.001972,8.02812525750856e-05,1.15312348919142e-06,40.1406262875428,0.576561744595711
2011,"Switchgrass",2,"2",100,126,"0",0.03,0,85,"",3,56,0.47,38.05,"",NA,NA,NA,114.166666666667,1.08974358974359,0.03,3.09572586884704e-05,8.04888725900229,0.011415,0.000141,0,0,0.011415,0.000141,1.1779236930963e-05,1.45499115835811e-07,3.06260160205037,0.0378297701173108
2011,"Switchgrass",2,"3",0,10,"0",0.87,0,30,"",3,56,0.61,46.62,"",NA,NA,NA,5,1,0.87,0.00254365475556931,254.365475556931,0.405594,0.005307,0,0,0.405594,0.005307,0.00118585184704641,1.55162940089728e-05,118.585184704641,1.55162940089728
2011,"Switchgrass",2,"3",10,30,"5",0.83,0,60,"",3,56,0.44,40.8,"",NA,NA,NA,20,1,0.83,0.00121335255581755,242.670511163509,0.33864,0.003652,0,0,0.33864,0.003652,0.000495047842773559,5.3387512455972e-06,99.0095685547118,1.06775024911944
2011,"Switchgrass",2,"3",30,50,"1",0.33,0,60,"",3,56,NA,NA,"NEM",NA,NA,NA,40,1,0.33,0.000482417281228663,96.4834562457326,NA,NA,0,0,NA,NA,NA,NA,NA,NA
2011,"Switchgrass",2,"3",50,100,"0",0.52,0,150,"",3,56,0.5,41.58,"",NA,NA,NA,75,1,0.52,0.000304069074228976,152.034537114488,0.216216,0.0026,0,0,0.216216,0.0026,0.000126431921064408,1.52034537114488e-06,63.215960532204,0.760172685572439
2011,"Switchgrass",2,"3",100,126,"0",0.09,0,83,"",3,56,0.36,36.39,"",NA,NA,NA,113.833333333333,1.06410256410256,0.09,9.51096501874692e-05,24.728509048742,0.032751,0.000324,0,0,0.032751,0.000324,3.461040170322e-05,3.42394740674889e-07,8.99870444283721,0.0890226325754711
