date,tube,location,bottom of tape,top of soil,bottom of light,22 cm mark,visible number/label?,Notes
2012-05-21,47,1,NA,NA,NA,NA,No,Blank Image (Blue screen)
2012-05-21,48,1,100,NA,NA,40,Yes,
2012-05-23,49,1,100,NA,55,50,Yes,
2012-05-23,50,1,55,55,35,35,Yes,
2012-05-23,51,1,100,NA,NA,NA,No,
2012-05-23,51,5,100,NA,NA,NA,No,
2012-05-23,52,1,100,NA,NA,50,Yes,
2012-05-23,52,5,NA,NA,100,NA,No,
2012-05-23,53,1,100,NA,75,50,Yes,
2012-05-23,54,1,100,NA,100,50,No,
2012-05-23,55,1,100,NA,40,25,Yes,
2012-05-23,56,1,100,NA,35,40,Yes,
2012-05-22,57,1,100,NA,85,80,No,
2012-05-22,58,1,100,NA,NA,NA,No,
2012-05-22,59,1,NA,NA,100,NA,No,
2012-05-22,59,5,NA,NA,100,NA,Yes,
2012-05-22,60,1,100,NA,100,NA,No,
2012-05-22,61,1,90,85,80,15,Yes,
2012-05-22,63,1,100,NA,NA,60,Yes,
2012-05-21,64,1,100,NA,NA,NA,No,
2012-05-21,68,1,100,NA,65,50,Yes,
2012-05-21,69,1,100,NA,NA,NA,No,
2012-05-21,70,1,100,NA,80,NA,Yes,
2012-05-21,71,1,100,NA,75,NA,Yes,
2012-05-21,72,1,100,NA,NA,NA,Yes,
2012-05-23,73,1,85,NA,100,NA,No,
2012-05-23,74,1,100,NA,90,50,Yes,
2012-05-23,75,1,65,40,45,50,No,
2012-05-23,76,1,100,NA,NA,50,No,
2012-05-23,77,1,100,NA,70,NA,No,
2012-05-23,78,1,100,NA,60,50,Yes,
2012-05-23,79,1,50,NA,100,NA,No,
2012-05-23,80,1,85,85,NA,50,Yes,
2012-05-22,81,1,90,NA,100,80,No,
2012-05-22,82,1,80,80,100,NA,Yes,
2012-05-22,83,1,100,NA,85,NA,Yes,
2012-05-22,83,5,NA,NA,100,NA,No,
2012-05-22,84,1,100,NA,100,NA,No,
2012-05-22,84,5,NA,0,60,NA,No,
2012-05-22,85,1,95,85,75,NA,No,
2012-05-22,86,1,75,70,50,NA,No,
2012-05-22,87,1,100,NA,40,NA,Yes,
2012-05-22,88,1,100,NA,70,NA,Yes,
2012-05-21,89,1,100,NA,60,NA,Yes,
2012-05-21,90,1,60,50,50,NA,Yes,
2012-05-21,91,1,100,NA,75,50,Yes,
2012-05-21,92,1,100,NA,80,NA,Yes,
2012-05-21,93,1,100,NA,90,NA,Yes,
2012-05-21,93,5,NA,0,25,NA,No,
2012-05-21,94,1,100,NA,NA,NA,No,
2012-05-21,95,1,100,NA,85,50,Yes,
2012-05-21,96,1,100,NA,80,NA,Yes,
2012-05-21,96,5,NA,NA,100,NA,No,
2012-06-08,1,1,100,NA,100,NA,Yes,
2016-06-08,1,5,NA,NA,100,NA,No,
2012-06-08,2,1,100,NA,95,50,Yes,
2012-06-08,2,5,NA,0,100,NA,No,
2012-06-08,3,1,100,NA,NA,NA,Yes,
2012-06-08,4,1,100,NA,NA,NA,No,
2012-06-08,5,1,100,NA,90,NA,Yes,
2012-06-08,6,1,90,NA,100,NA,Yes,
2012-06-08,7,1,100,NA,NA,NA,Yes,
2012-06-08,8,1,100,NA,75,NA,No,
2012-06-08,8,5,NA,15,100,NA,No,
2012-06-05,9,1,100,NA,95,30,Yes,
2012-06-05,10,1,NA,NA,100,NA,No,"Soil on tube, but not top of soil"
2012-06-05,11,1,100,NA,100,60,Yes,
2012-06-08,12,1,100,NA,100,20,Yes,
2012-06-05,13,1,100,NA,NA,NA,Yes,
2012-06-05,14,1,NA,0,NA,NA,No,
2012-06-05,15,1,100,NA,60,45,Yes,
2012-06-05,16,1,100,NA,65,50,Yes,
2012-06-07,17,1,35,NA,100,NA,Yes,
2012-06-08,18,1,100,NA,100,40,Yes,
2012-06-07,19,1,60,NA,100,25,Yes,
2012-06-07,20,1,100,NA,90,55,No,
2012-06-07,20,5,NA,85,100,NA,No,
2012-06-07,21,1,NA,0,NA,NA,No,
2012-06-07,22,1,100,NA,100,NA,Yes,
2012-06-07,22,5,NA,NA,100,NA,No,
2012-06-07,23,1,95,NA,100,85,Yes,
2012-06-07,23,5,NA,NA,100,NA,No,
2012-06-07,24,1,45,NA,100,35,Yes,
2012-06-07,24,5,NA,NA,100,NA,No,
2012-06-08,25,1,NA,NA,100,NA,No,
2012-06-08,25,5,NA,NA,100,NA,Yes,
2012-06-08,26,1,100,NA,NA,NA,No,
2012-06-08,28,1,100,NA,NA,NA,No,
2012-06-08,28,5,50,30,50,25,No,
2012-06-08,29,1,NA,0,NA,NA,No,
2012-06-08,30,1,100,NA,NA,NA,No,
2012-06-08,30,5,100,NA,NA,NA,No,
2012-06-08,31,1,100,NA,NA,80,No,
2012-06-08,32,1,100,NA,NA,NA,No,
2012-06-05,33,1,100,NA,95,NA,Yes,
2012-06-05,34,1,100,NA,NA,NA,Yes,
2012-06-05,35,1,30,NA,100,NA,Yes,
2012-06-05,36,1,55,40,35,NA,Yes,
2012-06-05,37,1,100,NA,80,NA,No,
2012-06-05,38,1,NA,0,100,NA,Yes,
2012-06-05,39,1,100,NA,95,NA,Yes,
2012-06-05,39,5,100,NA,90,NA,No,
2012-06-05,39,10,100,0,NA,NA,No,
2012-06-05,40,1,100,NA,NA,60,Yes,
2012-06-07,41,1,100,NA,90,50,No,
2012-06-07,41,5,NA,NA,100,NA,No,
2012-06-07,42,1,100,NA,80,50,Yes,
2012-06-07,43,1,100,NA,30,40,Yes,
2012-06-07,44,1,NA,0,65,45,No,
2012-06-07,45,1,100,NA,80,40,Yes,
2012-06-07,47,1,85,85,NA,45,No,
2012-06-07,48,1,100,NA,NA,50,Yes,
2012-06-07,49,1,100,NA,50,45,Yes,
2012-06-07,50,1,55,NA,90,40,Yes,
2012-06-07,51,1,100,NA,NA,NA,No,
2012-06-07,51,5,100,NA,NA,NA,No,
2012-06-07,52,1,100,NA,NA,NA,No,
2012-06-07,52,5,100,NA,NA,NA,No,
2012-06-07,53,1,100,NA,NA,NA,No,
2012-06-07,54,1,100,NA,80,50,No,
2012-06-07,55,1,100,NA,75,50,Yes,
2012-06-07,56,1,60,60,60,40,Yes,
2012-06-05,57,1,100,NA,NA,95,No,
2012-06-05,58,1,100,NA,50,NA,No,
2012-06-05,59,1,NA,NA,100,NA,No,
2012-06-05,59,5,NA,NA,100,NA,Yes,
2012-06-05,60,1,100,NA,NA,NA,No,
2012-06-05,61,1,100,NA,30,40,Yes,
2012-06-05,62,1,NA,NA,NA,NA,No,Blank Image (Blue screen)
2012-06-05,63,1,65,65,90,60,Yes,
2012-06-05,64,1,100,NA,100,20,Yes,
2012-06-07,65,1,100,NA,30,40,Yes,
2012-06-07,66,1,100,NA,75,50,Yes,
2012-06-07,68,1,100,NA,65,50,Yes,
2012-06-07,69,1,100,NA,NA,NA,No,
2012-06-07,70,1,100,NA,65,NA,Yes,
2012-06-07,71,1,60,NA,100,NA,Yes,
2012-06-07,72,1,100,NA,NA,NA,Yes,
2012-06-08,73,1,85,NA,100,NA,No,
2012-06-08,74,1,100,NA,100,50,Yes,
2012-06-08,75,1,70,40,40,50,No,
2012-06-08,76,1,100,NA,NA,55,No,
2012-06-08,77,1,100,NA,NA,NA,No,
2012-06-08,78,1,100,NA,55,45,Yes,
2012-06-08,79,1,100,NA,85,NA,No,
2012-06-08,80,1,100,NA,NA,60,No,
2012-06-05,81,1,100,NA,25,NA,No,
2012-06-05,82,1,100,NA,65,NA,No,
2012-06-05,83,1,100,NA,95,NA,No,
2012-06-05,83,5,NA,0,100,NA,No,
2012-06-05,84,1,100,NA,NA,NA,No,
2012-06-05,84,5,NA,90,100,NA,No,
2012-06-05,85,1,90,85,50,NA,No,
2012-06-05,86,1,40,40,40,NA,Yes,
2012-06-05,87,1,100,NA,30,NA,Yes,
2012-06-05,88,1,75,75,45,NA,Yes,
2012-06-05,89,1,100,NA,100,NA,Yes,
2012-06-07,90,1,40,30,40,NA,Yes,
2012-06-07,91,1,100,NA,60,65,Yes,
2012-06-07,92,1,100,NA,NA,NA,Yes,
2012-06-07,93,1,NA,NA,100,NA,No,
2012-06-07,93,5,NA,NA,100,NA,No,
2012-06-07,94,1,100,NA,NA,NA,No,
2012-06-07,95,1,100,NA,100,50,Yes,
2012-06-07,96,1,90,NA,100,NA,Yes,
2012-06-07,96,5,NA,NA,100,NA,No,
2012-06-22,1,1,100,NA,NA,NA,Yes,
2012-06-22,1,5,NA,NA,100,NA,No,
2012-06-22,2,1,100,NA,60,50,Yes,
2012-06-22,3,1,100,NA,65,NA,Yes,
2012-06-22,4,1,100,NA,NA,NA,No,
2012-06-22,5,1,100,NA,55,NA,Yes,
2012-06-22,6,1,100,NA,NA,NA,Yes,
2012-06-22,7,1,100,NA,80,NA,Yes,
2012-06-22,8,1,100,NA,NA,NA,No,
2012-06-20,9,1,100,NA,85,40,Yes,
2010-06-20,10,1,50,85,90,45,No,
2010-06-20,11,1,100,NA,NA,NA,No,
2012-06-20,11,5,NA,25,40,NA,No,
2012-06-20,12,1,100,NA,100,50,Yes,
2012-06-20,13,1,100,NA,NA,NA,Yes,
2012-06-20,14,1,NA,0,95,NA,No,
2012-06-20,15,1,100,NA,70,45,Yes,
2012-06-20,16,1,100,NA,45,50,Yes,
2012-06-20,17,1,100,NA,90,NA,Yes,
2012-06-20,18,1,100,NA,NA,NA,No,
2012-06-21,19,1,100,NA,85,NA,Yes,
2012-06-20,20,1,100,NA,NA,55,No,
2012-06-20,20,5,NA,NA,100,NA,No,
2012-06-21,21,1,100,NA,90,35,Yes,
2012-06-21,22,1,100,NA,95,NA,Yes,
2012-06-20,23,1,100,NA,65,50,Yes,
2012-06-21,24,1,NA,NA,NA,NA,No,Blank Image (Blue screen)
2012-06-21,24,5,NA,NA,NA,NA,No,Blank Image (Blue screen)
2012-06-21,24,10,NA,NA,NA,NA,No,Blank Image (Blue screen)
2012-06-22,25,1,NA,NA,100,NA,No,
2012-06-22,25,5,NA,NA,100,NA,Yes,
2012-06-22,26,1,100,NA,NA,NA,No,
2012-06-22,27,1,100,NA,NA,35,Yes,
2012-06-22,28,1,100,NA,100,45,Yes,
2012-06-22,29,1,NA,0,NA,NA,No,
2012-06-22,30,1,100,NA,NA,NA,No,
2012-06-22,31,1,100,NA,30,65,No,
2012-06-22,32,1,100,NA,NA,NA,No,
2012-06-20,33,1,100,NA,45,NA,Yes,
2012-06-20,34,1,100,NA,80,NA,Yes,
2012-06-20,35,1,30,NA,100,NA,Yes,
2012-06-20,36,1,100,NA,100,NA,No,
2012-06-20,37,1,100,NA,40,NA,Yes,
2012-06-20,38,1,50,80,100,NA,Yes,
2012-06-20,39,1,100,NA,80,NA,Yes,
2012-06-20,39,5,100,NA,NA,NA,No,
2012-06-20,39,10,100,0,NA,NA,No,
2012-06-20,40,1,65,45,70,60,Yes,
2012-06-20,41,1,100,NA,80,50,Yes,
2012-06-20,41,5,NA,0,100,NA,No,
2012-06-20,42,1,45,90,100,45,Yes,
2012-06-20,43,1,100,NA,85,45,Yes,
2012-06-20,44,1,100,NA,100,NA,No,
2012-06-20,44,5,NA,0,75,NA,No,
2012-06-21,45,1,100,NA,80,40,Yes,
2012-06-21,46,1,50,45,25,30,Yes,
2012-06-21,47,1,100,NA,NA,45,Yes,
2012-06-21,48,1,100,NA,70,50,Yes,
2012-06-22,49,1,100,NA,40,35,Yes,
2012-06-22,50,1,50,50,30,40,Yes,
2012-06-22,51,1,100,NA,90,NA,No,
2012-06-22,51,5,100,NA,NA,NA,No,
2012-06-22,52,1,100,NA,NA,50,Yes,
2012-06-22,52,5,NA,0,55,NA,No,
2012-06-22,53,1,95,80,NA,55,Yes,
2012-06-22,54,1,100,NA,100,50,No,
2012-06-22,55,1,100,NA,NA,55,Yes,
2012-06-22,56,1,100,NA,NA,50,Yes,
2012-06-20,57,1,100,NA,NA,70,No,
2012-06-20,58,1,100,NA,NA,NA,No,
2012-06-20,59,1,NA,NA,100,NA,No,
2012-06-20,59,5,NA,NA,100,NA,Yes,
2012-06-20,59,10,NA,0,100,NA,No,
2012-06-20,60,1,100,NA,90,NA,Yes,
2012-06-20,61,1,100,NA,NA,45,Yes,
2012-06-20,63,1,75,NA,100,65,Yes,
2012-06-20,64,1,50,45,100,50,Yes,
2012-06-20,65,1,100,NA,35,50,Yes,
2012-06-20,66,1,100,NA,NA,70,Yes,
2012-06-20,67,1,100,NA,70,NA,No,
2012-06-20,67,5,100,50,35,NA,No,
2012-06-20,68,1,100,NA,75,50,Yes,
2012-06-21,69,1,100,NA,NA,NA,No,
2012-06-21,70,1,100,NA,70,NA,Yes,
2012-06-21,71,1,100,NA,70,NA,Yes,
2012-06-21,72,1,100,NA,NA,NA,Yes,
2012-06-21,73,1,NA,NA,NA,NA,No,Blank Image (Blue screen)
2012-06-21,74,1,100,NA,65,50,Yes,
2012-06-21,75,1,80,NA,100,NA,No,
2012-06-22,76,1,100,NA,75,45,No,
2012-06-22,77,1,100,NA,NA,NA,No,
2012-06-22,78,1,100,NA,80,55,Yes,
2012-06-22,79,1,85,NA,100,NA,No,
2012-06-21,80,1,80,65,NA,50,Yes,
2012-06-20,81,1,100,NA,NA,NA,No,
2012-06-20,81,5,NA,0,75,NA,No,
2012-06-20,81,1,100,NA,NA,NA,No,
2012-06-21,81,5,100,NA,NA,NA,No,
2012-06-21,81,10,70,70,100,NA,Yes,
2012-06-20,83,1,100,NA,100,NA,Yes,
2012-06-20,83,5,NA,NA,100,NA,No,
2012-06-20,84,1,100,NA,100,NA,No,
2012-06-20,84,1,65,NA,100,NA,Yes,
2012-06-20,85,1,80,80,NA,NA,No,
2012-06-20,86,1,75,NA,100,NA,No,
2012-06-20,87,1,NA,0,60,NA,No,
2012-06-20,87,5,NA,0,60,NA,No,
2012-06-20,88,1,45,45,60,NA,Yes,
2012-06-20,89,1,100,NA,80,NA,Yes,
2012-06-20,90,1,100,NA,NA,NA,No,
2012-06-20,91,1,100,NA,100,65,No,
2012-06-20,92,1,100,NA,NA,NA,Yes,
2012-06-21,93,1,100,NA,NA,NA,No,
2012-06-21,94,1,100,NA,NA,NA,No,
2012-06-21,95,1,100,NA,85,50,Yes,
2012-06-21,96,1,100,NA,NA,NA,Yes,
2012-06-21,96,5,NA,NA,100,NA,No,
2012-08-07,1,1,100,NA,95,NA,No,
2012-08-07,1,5,NA,NA,100,NA,No,
2012-08-07,1,10,NA,25,100,NA,No,
2012-08-07,2,1,100,NA,75,50,Yes,
2012-08-07,2,5,NA,50,100,NA,No,
2012-08-07,3,1,100,NA,NA,NA,Yes,
2012-08-07,4,1,100,NA,NA,NA,Yes,
2012-08-07,5,1,100,NA,100,NA,No,
2012-08-07,5,5,85,NA,100,45,Yes,
2012-08-07,6,1,100,NA,NA,NA,No,
2012-08-07,7,1,100,NA,NA,100,No,
2012-08-07,8,1,100,NA,30,NA,No,
2012-08-07,8,5,NA,NA,100,NA,No,
2012-08-03,9,1,100,NA,70,NA,No,
2012-08-03,9,5,NA,0,90,NA,No,
2012-08-03,10,1,40,NA,100,40,Yes,
2012-08-03,11,1,100,NA,NA,NA,No,
2012-08-03,11,5,NA,35,90,NA,No,
2012-08-03,12,1,100,NA,100,35,Yes,
2012-08-03,13,1,100,NA,90,NA,Yes,
2012-08-03,13,5,NA,0,10,NA,No,
2012-08-03,14,1,NA,0,100,NA,No,
2012-08-03,15,1,100,NA,35,100,Yes,
2012-08-03,15,5,NA,0,35,NA,No,
2012-08-03,16,1,100,NA,50,40,Yes,
2012-08-16,17,1,100,NA,80,NA,Yes,
2012-08-06,17,5,NA,NA,100,NA,No,
2012-08-07,18,1,100,NA,NA,NA,No,
2012-08-07,18,5,NA,0,50,NA,No,
2012-08-06,19,1,100,NA,90,NA,Yes,
2012-08-06,20,1,100,NA,75,50,No,
2012-08-06,20,5,NA,40,100,NA,No,
2012-08-06,21,1,100,NA,95,35,Yes,
2012-08-06,22,1,100,NA,100,NA,Yes,
2012-08-06,22,5,NA,35,100,NA,No,
2012-08-06,23,1,100,NA,90,45,Yes,
2012-08-06,23,5,NA,NA,100,NA,No,
2012-08-06,23,10,NA,70,85,NA,No,
2012-08-06,24,1,25,NA,100,30,Yes,
2012-08-06,24,5,NA,NA,100,NA,No,
2012-08-07,25,1,NA,NA,100,NA,No,
2012-08-07,25,5,NA,70,100,NA,Yes,
2012-08-07,26,1,100,NA,NA,NA,No,
2012-08-07,26,5,NA,0,85,NA,Yes,
2012-08-07,27,1,100,NA,80,85,Yes,
2012-08-07,28,1,100,NA,20,40,Yes,
2012-08-07,29,1,NA,0,75,NA,No,
2012-08-07,30,1,100,NA,NA,NA,No,
2012-08-07,31,1,100,NA,NA,75,No,
2012-08-07,32,1,100,NA,80,NA,No,
2012-08-03,33,1,100,NA,100,NA,No,
2012-08-03,33,5,NA,0,100,NA,No,
2012-08-03,34,1,100,NA,60,NA,Yes,
2012-08-03,35,1,25,NA,100,NA,Yes,
2012-08-03,36,1,100,NA,50,NA,No,
2012-08-02,37,1,100,NA,75,,No,
2012-08-02,37,5,NA,0,10,NA,No,
2012-08-02,38,1,40,NA,100,NA,Yes,
2012-08-02,39,1,100,NA,80,NA,Yes,
2012-08-02,39,5,100,NA,80,NA,No,
2012-08-02,39,10,100,0,75,NA,No,
2012-08-02,40,1,100,NA,80,50,Yes,
2012-08-06,41,1,100,NA,NA,40,Yes,
2012-08-06,41,5,NA,0,60,NA,No,
2012-08-06,42,1,100,NA,80,45,Yes,
2012-08-06,43,1,100,NA,NA,NA,No,
2012-08-06,44,1,35,0,100,40,Yes,
2012-08-06,45,1,40,40,100,40,Yes,
2012-08-06,46,1,100,NA,25,40,Yes,
2012-08-06,47,1,100,NA,65,50,No,
2012-08-06,48,1,100,NA,80,50,Yes,
2012-08-06,49,1,100,NA,50,45,Yes,
2012-08-06,50,1,100,NA,85,40,Yes,
2012-08-06,51,1,100,NA,NA,NA,No,
2012-08-06,51,5,100,NA,NA,NA,No,
2012-08-06,52,1,100,NA,NA,55,Yes,
2012-08-06,52,5,NA,80,100,NA,No,
2012-08-06,53,1,100,NA,NA,NA,No,
2012-08-06,54,1,100,NA,75,50,No,
2012-08-06,55,1,100,NA,65,50,Yes,
2012-08-06,56,1,100,NA,65,50,Yes,
2012-08-03,57,1,100,NA,NA,65,No,
2012-08-03,58,1,100,NA,80,NA,Yes,
2012-08-03,59,1,NA,NA,100,NA,No,
2012-08-03,59,5,NA,NA,100,NA,Yes,
2012-08-03,60,1,100,NA,40,NA,Yes,
2012-08-03,61,1,100,NA,30,35,Yes,
2012-08-02,63,1,75,NA,100,60,Yes,
2012-08-02,64,1,100,NA,60,40,Yes,
2012-08-06,65,1,100,NA,30,45,Yes,
2012-08-06,66,1,100,NA,NA,75,Yes,
2012-08-06,67,1,100,NA,NA,NA,No,
2012-08-06,67,5,100,NA,100,NA,No,
2012-08-06,68,1,100,NA,85,50,Yes,
2012-08-06,68,5,100,NA,100,NA,No,
2012-08-06,69,1,100,NA,75,NA,No,
2012-08-06,70,1,100,NA,80,NA,Yes,
2012-08-06,71,1,65,NA,100,NA,Yes,
2012-08-06,72,1,100,NA,NA,NA,Yes,
2012-08-07,73,1,90,NA,100,NA,No,
2012-08-07,74,1,100,NA,90,50,Yes,
2012-08-07,75,1,100,50,55,60,No,
2012-08-07,76,1,100,NA,85,45,No,
2012-08-07,77,1,100,NA,NA,NA,No,
2012-08-07,78,1,100,NA,85,50,Yes,
2012-08-07,79,1,100,NA,NA,NA,No,
2012-08-07,79,5,NA,NA,100,NA,No,
2012-08-07,80,1,100,NA,75,NA,No,
2012-08-07,80,5,70,65,70,0,Yes,
2012-08-03,81,1,100,NA,NA,NA,No,
2012-08-03,81,5,30,75,100,15,No,
2012-08-03,82,1,100,NA,NA,NA,No,
2012-08-03,83,1,100,NA,85,NA,Yes,
2012-08-03,83,5,NA,100,100,NA,No,
2012-08-03,84,1,100,NA,65,NA,No,
2012-08-03,84,5,50,NA,100,NA,Yes,
2012-08-03,85,1,100,NA,100,NA,No,
2012-08-03,86,1,70,NA,100,NA,No,
2012-08-03,87,1,100,NA,NA,NA,No,
2012-08-03,88,1,100,NA,100,NA,Yes,
2012-08-03,89,1,80,NA,100,NA,Yes,
2012-08-03,90,1,60,NA,100,NA,Yes,
2012-08-03,91,1,100,NA,100,60,Yes,
2012-08-03,92,1,100,NA,80,NA,Yes,
2012-08-06,93,1,100,NA,100,NA,Yes,
2012-08-06,93,5,NA,90,100,NA,No,
2012-08-06,94,1,100,NA,NA,NA,No,
2012-08-06,94,5,NA,0,30,NA,No,
2012-08-06,95,1,100,NA,85,55,Yes,
2012-08-06,96,1,NA,NA,100,NA,No,
2012-08-06,96,5,100,NA,95,NA,No,
2012-08-06,96,10,NA,20,100,NA,No,
2012-08-30,1,1,100,NA,NA,NA,No,
2012-08-30,1,5,NA,NA,100,NA,No,
2012-08-30,1,10,NA,NA,100,NA,No,
2012-08-30,2,1,100,NA,50,NA,Yes,
2012-08-30,2,5,65,60,50,30,No,
2012-08-30,3,1,100,NA,100,NA,Yes,
2012-08-30,3,5,NA,NA,100,NA,No,
2012-08-30,4,1,100,NA,50,NA,Yes,
2012-08-30,5,1,100,NA,35,NA,Yes,
2012-08-30,5,5,65,NA,100,25,Yes,
2012-08-30,6,1,100,NA,50,70,Yes,
2012-08-30,7,1,100,NA,10,NA,Yes,
2012-08-30,8,1,100,NA,20,NA,No,
2012-08-30,8,5,NA,NA,100,NA,No,
2012-08-31,9,1,100,NA,90,100,Yes,
2012-08-31,10,1,35,NA,100,30,Yes,
2012-08-31,11,1,100,NA,100,NA,Yes,
2012-08-31,11,5,NA,0,100,NA,No,
2012-08-31,12,1,100,NA,NA,80,Yes,
2012-08-30,13,1,100,NA,65,NA,Yes,
2012-08-30,14,1,NA,0,10,NA,No,
2012-08-30,15,1,100,NA,100,NA,Yes,
2012-08-30,15,5,40,NA,100,40,Yes,
2012-08-30,16,1,NA,0,NA,NA,No,
2012-08-30,16,2,100,NA,75,90,Yes,Frame is L002
2012-08-30,17,1,100,NA,70,NA,Yes,
2012-08-30,17,5,NA,0,100,NA,No,
2012-08-30,18,1,100,NA,100,25,Yes,
2012-08-30,18,5,NA,0,95,NA,No,
2012-08-30,19,1,100,NA,100,75,Yes,
2012-08-30,20,1,100,NA,NA,NA,Yes,
2012-08-30,20,5,NA,45,100,NA,No,
2012-08-30,21,1,100,NA,100,30,Yes,
2012-08-30,22,1,30,NA,100,NA,Yes,
2012-08-30,22,5,NA,NA,100,NA,No,
2012-08-30,23,1,20,NA,100,25,Yes,
2012-08-30,23,5,NA,NA,100,NA,No,
2012-08-30,23,10,NA,NA,100,NA,No,
2012-08-30,24,1,20,NA,100,25,No,
2012-08-29,25,1,NA,NA,100,NA,Yes,
2012-08-29,25,5,NA,NA,100,NA,Yes,
2012-08-29,26,1,100,NA,15,NA,Yes,
2012-08-29,26,5,55,55,90,NA,Yes,
2012-08-29,27,1,75,NA,100,NA,Yes,
2012-08-29,27,5,NA,0,50,NA,No,
2012-08-29,28,1,100,NA,80,40,Yes,
2012-08-29,29,1,NA,0,60,NA,No,
2012-08-29,30,1,100,NA,30,0,Yes,
2012-08-29,31,1,100,NA,60,60,No,
2012-08-29,32,1,100,NA,85,55,Yes,
2012-08-31,33,1,55,95,100,NA,Yes,
2012-08-31,34,1,50,NA,100,NA,Yes,
2012-08-31,35,1,30,NA,100,NA,Yes,
2012-08-31,36,1,100,NA,90,NA,Yes,
2012-08-31,37,1,70,45,100,NA,Yes,
2012-08-31,38,1,50,80,100,NA,Yes,
2012-08-31,39,1,100,NA,90,NA,Yes,
2012-08-31,39,5,100,NA,90,NA,No,
2012-08-31,39,10,100,0,85,NA,No,
2012-08-31,40,1,100,NA,90,NA,Yes,
2012-08-30,41,1,100,NA,100,NA,Yes,
2012-08-30,41,5,NA,0,100,NA,No,
2012-08-30,42,1,50,45,100,NA,Yes,
2012-08-30,43,1,100,NA,85,25,Yes,
2012-08-30,44,1,35,NA,100,40,Yes,
2012-08-30,45,1,100,NA,95,20,Yes,
2012-08-30,46,1,NA,0,100,NA,Yes,
2012-08-30,47,1,90,35,15,NA,Yes,
2012-08-30,48,1,100,NA,65,20,Yes,
2012-08-29,49,1,100,NA,25,20,Yes,
2012-08-29,49,5,100,NA,15,5,Yes,
2012-08-29,50,1,30,30,85,0,Yes,
2012-08-29,50,5,30,30,85,0,Yes,
2012-08-29,51,1,100,NA,50,30,No,
2012-08-29,51,5,100,NA,NA,NA,No,
2012-08-30,52,1,100,NA,40,20,Yes,
2012-08-30,52,5,NA,NA,100,NA,No,
2012-08-29,53,1,100,NA,65,55,Yes,
2012-08-29,53,5,35,60,100,NA,Yes,
2012-08-29,54,1,100,NA,30,NA,Yes,
2012-08-29,54,5,NA,0,100,NA,No,
2012-08-29,55,1,100,NA,60,NA,Yes,
2012-08-29,56,1,100,NA,55,40,Yes,
2012-08-31,57,1,100,NA,90,85,Yes,
2012-08-31,58,1,100,NA,NA,NA,No,
