date,tube,location,bottom of tape,top of soil,bottom of light,22 cm mark,visible number/label?,Notes
2012-05-22,1,1,100,NA,100,90,Yes,
2012-05-22,1,5,NA,NA,100,NA,No,
2012-05-22,2,1,100,NA,100,NA,Yes,
2012-05-22,2,5,NA,NA,100,NA,No,
2012-05-22,3,1,100,NA,100,NA,Yes,
2012-05-22,3,5,NA,0,40,NA,No,
2012-05-22,4,1,100,NA,NA,NA,No,
2012-05-22,5,1,100,NA,95,NA,Yes,
2012-05-22,6,1,100,NA,40,100,Yes,
2012-05-22,7,1,100,NA,80,90,No,
2012-05-22,8,1,100,NA,100,NA,No,
2012-05-22,8,5,NA,0,90,NA,No,
2012-05-22,9,1,100,NA,100,20,Yes,
2012-05-22,10,1,50,50,80,45,Yes,
2012-05-22,11,1,100,NA,95,40,Yes,
2012-05-22,12,1,100,NA,100,50,Yes,
2012-05-22,13,1,75,NA,100,NA,Yes,
2012-05-22,14,1,NA,0,NA,NA,No,
2012-05-22,15,1,40,NA,100,40,Yes,
2012-05-22,15,5,NA,0,10,NA,No,
2012-05-22,16,1,100,NA,NA,50,Yes,
2012-05-21,17,1,100,NA,90,NA,Yes,
2012-05-21,17,5,NA,0,85,NA,No,
2012-05-21,18,1,100,NA,40,35,Yes,
2012-05-21,19,1,35,NA,100,NA,Yes,
2012-05-21,21,1,100,NA,80,35,Yes,
2012-05-21,22,1,100,NA,100,NA,Yes,
2012-05-21,22,5,NA,NA,100,NA,No,
2012-05-21,23,1,25,NA,100,30,Yes,
2012-05-21,23,5,NA,NA,100,NA,No,
2012-05-21,24,1,30,NA,100,NA,No,
2012-05-21,24,5,NA,0,75,NA,No,
2012-05-23,26,1,60,60,30,NA,Yes,
2012-05-23,28,1,30,NA,100,40,Yes,
2012-05-23,29,1,NA,0,NA,NA,No,
2012-05-23,30,1,100,NA,NA,NA,No,
2012-05-23,31,1,65,65,NA,60,No,
2012-05-23,32,1,100,NA,80,70,No,
2012-05-22,33,1,100,NA,75,NA,Yes,
2012-05-22,34,1,100,NA,35,NA,No,
2012-05-22,35,1,30,NA,100,NA,Yes,
2012-05-22,36,1,60,40,50,,Yes,
2012-05-22,37,1,100,NA,100,NA,Yes,
2012-05-22,38,1,50,60,85,NA,Yes,
2012-05-22,39,1,100,NA,90,NA,Yes,
2012-05-22,39,5,100,NA,NA,NA,No,
2012-05-22,39,10,100,NA,NA,NA,No,
2012-05-22,40,1,100,NA,50,50,Yes,
2012-05-21,41,1,100,NA,75,40,Yes,
2012-05-21,41,5,NA,0,100,NA,No,
2012-05-21,42,1,100,NA,NA,45,Yes,
2012-05-21,43,1,100,NA,30,30,Yes,
2012-05-21,44,1,NA,0,60,40,Yes,
2012-05-21,45,1,100,NA,60,35,Yes,
