date,tube,location,bottom of tape,top of soil,bottom of light,22 cm mark,visible number/label?,Notes
2011-05-31,96,5,NA,NA,100,NA,No,
2011-06-30,1,1,100,NA,50,NA,Yes,
2011-06-30,2,1,100,NA,100,80,Yes,
2011-06-30,3,1,100,NA,100,NA,Yes,
2011-06-30,4,1,100,NA,95,NA,No,
2011-06-30,5,1,100,NA,60,NA,Yes,
2011-06-30,6,1,100,NA,100,NA,Yes,
2011-06-30,7,1,100,NA,100,NA,Yes,
2011-06-30,8,1,70,NA,100,NA,Yes,
2011-06-24,9,1,100,NA,70,50,Yes,
2011-06-24,10,1,100,NA,100,NA,Yes,
2011-06-24,11,1,100,NA,60,NA,Yes,
2011-06-24,12,1,95,NA,100,60,No,
2011-06-24,13,1,100,NA,95,NA,Yes,
2011-06-24,14,1,100,NA,95,30,No,
2011-06-24,15,1,100,NA,55,15,Yes,
2011-06-24,16,1,100,NA,85,30,Yes,
2011-06-28,17,1,100,NA,30,NA,Yes,
2011-06-28,18,1,90,NA,100,65,Yes,
2011-06-28,19,1,100,NA,65,100,Yes,
2011-06-28,21,1,NA,40,75,25,Yes,
2011-06-28,22,1,100,NA,80,NA,Yes,
2011-06-28,23,1,100,NA,55,0,Yes,
2011-06-28,24,1,100,NA,85,25,Yes,
2011-06-29,25,1,100,NA,60,45,Yes,
2011-06-29,26,1,70,70,25,NA,Yes,
2011-06-30,27,1,100,NA,60,45,Yes,
2011-06-30,28,1,100,NA,40,20,Yes,
2011-06-29,29,1,100,NA,90,55,Yes,
2011-06-29,30,1,100,NA,50,NA,No,
2011-06-29,30,5,100,NA,95,20,Yes,
2011-06-29,31,1,NA,NA,NA,NA,No,Blank image (Blue screen)
2011-06-29,32,1,100,NA,65,55,Yes,
2011-06-29,33,1,100,NA,45,NA,Yes,
2011-06-29,34,1,100,NA,85,NA,No,
2011-06-30,35,1,15,25,65,NA,Yes,
2011-06-29,36,1,30,0,40,NA,Yes,
2011-06-28,37,1,35,NA,95,NA,Yes,
2011-06-28,38,1,NA,0,90,NA,Yes,
2011-06-28,40,1,100,60,90,10,Yes,
2011-06-28,41,1,100,NA,100,NA,Yes,
2011-06-28,41,5,50,NA,100,NA,No,
2011-06-28,42,1,100,NA,40,25,Yes,
2011-06-28,43,1,100,NA,55,10,Yes,
2011-06-28,44,1,NA,NA,50,10,Yes,
2011-06-28,45,1,100,NA,80,30,Yes,
2011-06-28,46,1,100,NA,55,40,Yes,
2011-06-30,48,1,100,NA,30,55,Yes,
2011-06-29,49,1,100,NA,55,45,Yes,
2011-06-29,50,1,55,55,65,40,Yes,
2011-06-29,51,1,100,NA,80,NA,No,
2011-06-29,51,5,100,NA,90,NA,No,
2011-06-29,52,1,100,NA,30,55,Yes,
2011-06-24,57,1,100,NA,85,80,No,
2011-06-24,58,1,100,NA,40,NA,No,
2011-06-24,59,1,100,65,35,NA,Yes,
2011-06-24,60,1,100,NA,50,NA,No,
2011-06-24,61,1,100,NA,40,50,Yes,
2011-06-24,62,1,100,NA,50,35,Yes,
2011-06-24,63,1,100,NA,40,60,Yes,
2011-06-24,64,1,100,NA,85,50,Yes,
2011-06-28,65,1,60,60,50,0,Yes,
2011-06-28,68,1,100,NA,30,70,Yes,
2011-06-28,68,5,100,NA,70,NA,No,
2012-06-28,70,1,100,NA,100,NA,Yes,
2012-06-28,71,1,100,NA,80,NA,Yes,
2011-06-28,72,1,100,NA,5,95,Yes,
2011-06-29,73,1,NA,95,100,NA,No,
2011-06-30,74,1,100,NA,70,55,Yes,
2011-06-29,75,1,95,60,45,60,No,
2011-06-29,76,1,100,NA,80,45,No,
2011-06-29,77,1,100,NA,30,NA,No,
2011-06-29,78,1,100,NA,50,NA,No,
2011-06-29,79,1,95,NA,100,NA,No,
2011-06-29,80,1,60,60,55,25,Yes,
2011-06-24,81,1,100,NA,85,80,Yes,
2011-06-24,82,1,100,NA,70,NA,No,
2011-06-24,83,1,100,NA,100,NA,Yes,
2011-06-24,83,5,NA,0,60,NA,No,
2011-06-24,84,1,100,NA,75,NA,No,
2011-06-24,85,1,95,90,75,NA,No,
2011-06-24,86,1,75,70,90,NA,No,
2011-06-24,87,1,100,NA,50,NA,Yes,
2011-06-24,88,1,100,NA,35,NA,No,
2011-06-28,89,1,100,NA,100,NA,Yes,
2011-06-28,90,1,70,70,100,NA,Yes,
2011-06-28,92,1,100,NA,100,NA,Yes,
2011-06-28,95,1,70,NA,100,0,Yes,
2011-06-28,96,1,100,NA,100,NA,Yes,
2011-06-28,96,5,NA,NA,100,NA,No,
2011-08-05,1,1,100,NA,75,NA,Yes,
2011-08-05,2,1,100,NA,90,50,Yes,
2011-08-05,3,1,100,NA,75,NA,Yes,
2011-08-05,4,1,100,NA,85,NA,Yes,
2011-08-05,5,1,100,NA,30,NA,Yes,
2011-08-05,6,1,100,NA,85,NA,Yes,
2011-08-05,7,1,100,NA,90,NA,Yes,
2011-08-05,8,1,100,NA,100,NA,Yes,
2011-08-05,9,1,100,NA,65,45,Yes,
2011-08-05,10,1,100,NA,30,NA,Yes,
2011-08-05,11,1,100,NA,55,NA,Yes,
2011-08-05,12,1,100,NA,90,50,Yes,
2011-08-05,13,1,100,NA,80,NA,Yes,
2011-08-05,14,1,100,NA,80,50,No,
2011-08-05,15,1,100,NA,75,45,Yes,
2011-08-05,16,1,100,NA,95,45,Yes,
2011-08-05,17,1,100,NA,70,NA,Yes,
2011-08-05,18,1,100,NA,50,50,Yes,
2011-08-05,19,1,100,NA,60,NA,Yes,
2011-08-05,20,1,100,NA,75,50,No,
2011-08-05,21,1,60,NA,100,45,Yes,
2011-08-05,21,5,NA,0,90,NA,No,
2011-08-05,22,1,100,NA,70,NA,Yes,
2011-08-05,23,1,100,NA,50,50,Yes,
2011-08-05,24,1,100,NA,70,45,Yes,
2011-08-05,25,1,100,NA,65,40,Yes,
2011-08-05,26,1,60,60,50,NA,Yes,
2011-08-05,27,1,100,NA,100,25,Yes,
2011-08-05,28,1,100,NA,30,40,Yes,
2011-08-05,29,1,100,NA,35,NA,No,
2011-08-05,29,5,100,NA,80,NA,No,
2011-08-05,30,1,100,NA,45,NA,No,
2011-08-05,30,5,100,NA,NA,NA,No,
2011-08-05,31,1,100,NA,75,NA,No,
2011-08-05,32,1,100,NA,75,65,No,
2011-08-04,34,1,100,NA,35,NA,Yes,
2011-08-04,35,1,100,NA,100,NA,Yes,
2011-08-04,36,1,100,NA,60,NA,Yes,
2011-08-04,37,1,55,NA,95,NA,Yes,
2011-08-04,38,1,NA,0,100,NA,Yes,
2011-08-04,39,1,100,NA,90,NA,No,
2011-08-04,39,5,100,NA,65,NA,No,
2011-08-04,39,10,100,NA,95,NA,No,
2011-08-04,40,1,70,55,85,65,Yes,
2011-08-01,41,1,100,NA,85,NA,No,
2011-08-01,41,5,100,NA,50,NA,No,
2011-08-01,42,1,100,NA,40,55,Yes,
2011-08-01,43,1,100,NA,30,40,Yes,
2011-08-01,44,1,50,NA,100,50,Yes,
2011-08-01,45,1,100,NA,80,40,Yes,
2011-08-01,46,1,100,NA,45,25,Yes,
2011-08-01,47,1,85,85,65,45,No,
2011-08-01,48,1,100,NA,90,50,Yes,
2011-08-04,49,1,100,NA,50,40,Yes,
2011-08-04,50,1,45,NA,100,30,Yes,
2011-08-04,51,1,100,NA,NA,NA,No,
2011-08-04,51,5,100,NA,95,NA,No,
2011-08-04,52,1,100,NA,65,45,Yes,
2011-08-04,52,5,NA,0,100,NA,No,
2011-08-04,53,1,100,NA,95,40,Yes,
2011-08-04,54,1,100,NA,55,35,Yes,
2011-08-04,55,1,80,80,60,50,Yes,
2011-08-04,57,1,100,NA,90,75,No,
2011-08-04,58,1,95,95,35,100,No,
2011-08-04,59,1,100,45,70,NA,Yes,
2011-08-04,60,1,100,NA,100,NA,No,
2011-08-04,60,5,NA,0,10,NA,No,
2011-08-04,61,1,100,NA,40,50,Yes,
2011-08-04,63,1,100,NA,45,NA,No,
2011-08-04,63,5,NA,5,65,NA,No,
2011-08-04,64,1,100,NA,90,40,Yes,
2011-08-01,65,1,20,15,85,NA,Yes,
2011-08-01,66,1,100,NA,60,NA,No,
2011-08-01,67,1,NA,0,40,NA,No,
2011-08-01,68,1,100,NA,65,55,Yes,
2011-08-01,68,5,100,NA,75,NA,No,
2011-08-04,69,1,100,80,75,NA,No,
2011-08-04,70,1,100,NA,95,NA,Yes,
2011-08-04,71,1,100,NA,60,NA,Yes,
2011-08-04,72,1,100,NA,40,NA,Yes,
2011-08-04,73,1,85,NA,100,NA,No,
2011-08-05,74,1,100,NA,70,50,Yes,
2011-08-05,75,1,100,NA,85,NA,No,BLURY
2011-08-05,76,1,100,NA,70,35,No,
2011-08-05,77,1,100,NA,70,NA,No,
2011-08-05,78,1,100,NA,45,NA,No,
2011-08-05,79,1,40,NA,100,NA,No,
2011-08-05,80,1,75,75,70,45,Yes,
2011-08-04,81,1,100,NA,75,60,Yes,
2011-08-04,82,1,100,NA,55,NA,No,
2011-08-04,83,1,100,NA,85,NA,Yes,
2011-08-04,83,5,NA,0,60,NA,No,
2011-08-04,84,1,100,NA,95,NA,No,
2011-08-04,85,1,100,90,60,NA,No,
2011-08-04,86,1,75,NA,100,NA,No,
2011-08-04,87,1,100,NA,40,NA,Yes,
2011-08-04,88,1,100,NA,95,NA,No,
2011-08-04,88,5,5,NA,100,NA,No,
2011-08-01,89,1,100,NA,90,NA,Yes,
2011-08-01,90,1,60,65,100,NA,Yes,
2011-08-01,91,1,100,NA,75,25,Yes,
2011-08-01,92,1,100,NA,40,NA,Yes,
2011-08-01,92,5,NA,0,25,NA,No,
2011-08-01,93,1,100,NA,NA,NA,No,
2011-08-01,93,5,NA,0,95,NA,No,
2011-08-01,94,1,100,NA,95,NA,No,
2011-08-01,94,5,100,NA,40,NA,No,
2011-08-01,95,1,100,NA,80,55,Yes,
2011-08-04,96,1,100,NA,50,NA,Yes,
2011-08-04,96,5,NA,NA,100,NA,No,
2011-08-04,96,10,NA,0,95,NA,No,
2011-09-16,1,1,100,NA,50,NA,Yes,
2011-09-16,2,1,100,NA,95,45,Yes,
2011-09-16,3,1,100,NA,60,NA,Yes,
2011-09-16,4,1,100,NA,90,NA,Yes,
2011-09-16,5,1,100,NA,80,NA,Yes,
2011-09-16,6,1,100,NA,100,NA,Yes,
2011-09-16,7,1,100,NA,90,NA,Yes,
2011-09-16,8,1,100,NA,95,NA,Yes,
2011-09-19,9,1,100,NA,70,50,Yes,
2011-09-19,10,1,100,NA,95,NA,Yes,
2011-09-19,11,1,100,NA,55,NA,Yes,
2011-09-19,12,1,100,NA,90,45,Yes,
2011-09-19,13,1,85,NA,100,65,Yes,
2011-09-19,14,1,100,NA,80,100,Yes,
2011-09-19,15,1,100,NA,65,30,Yes,
2011-09-19,16,1,100,NA,95,50,Yes,
2011-09-16,17,1,100,NA,60,NA,Yes,
2011-09-16,18,1,100,NA,65,30,Yes,
2011-09-16,18,5,NA,0,100,NA,No,
2011-09-16,19,1,100,NA,95,100,No,
2011-09-16,20,1,100,NA,80,50,No,
2011-09-19,21,1,60,NA,100,45,Yes,
2011-09-19,21,5,NA,0,95,NA,No,
2011-09-19,22,1,100,NA,95,NA,Yes,
2011-09-19,23,1,100,NA,50,50,Yes,
2011-09-19,24,1,85,85,100,65,Yes,
2011-09-15,25,1,100,NA,55,40,Yes,
2011-09-16,26,1,70,70,60,NA,Yes,
2011-09-16,27,1,100,NA,60,40,Yes,
2011-09-16,28,1,100,NA,95,40,Yes,
2011-09-16,29,1,100,NA,70,NA,No,
2011-09-16,29,5,100,NA,90,NA,No,
2011-09-15,30,1,100,NA,80,NA,No,
2011-09-15,30,5,100,NA,70,NA,No,
2011-09-15,31,1,100,NA,95,NA,No,
2011-09-15,32,1,100,NA,95,70,No,
2011-09-14,33,1,100,NA,45,NA,Yes,
2011-09-14,34,1,100,NA,75,NA,Yes,
2011-09-14,35,1,100,NA,90,NA,Yes,
2011-09-14,36,1,100,NA,95,NA,Yes,
2011-09-14,37,1,95,NA,100,NA,Yes,
2011-09-14,38,1,NA,0,95,NA,Yes,
2011-09-14,39,1,100,NA,80,NA,No,
2011-09-14,39,5,100,NA,80,NA,No,
2011-09-14,40,1,100,NA,35,NA,No,
2011-09-15,41,1,100,NA,85,50,No,
2011-09-15,41,5,45,NA,100,NA,No,
2011-09-15,42,1,100,NA,65,45,Yes,
2011-09-15,43,1,100,NA,80,35,Yes,
2011-09-15,44,1,30,NA,100,40,Yes,
2011-09-15,45,1,100,NA,90,40,Yes,
2011-09-15,46,1,100,NA,45,30,Yes,
2011-09-15,47,1,80,80,60,45,No,
2011-09-15,48,1,100,NA,70,45,Yes,
2011-09-15,49,1,100,NA,50,40,Yes,
2011-09-15,50,1,45,45,30,35,Yes,
2011-09-15,51,1,100,NA,90,NA,No,
2011-09-15,51,5,100,NA,30,NA,No,
2011-09-15,52,1,100,NA,65,50,Yes,
2011-09-15,52,5,NA,NA,100,NA,No,
2011-09-15,53,1,95,NA,100,45,Yes,
2011-09-15,55,1,85,85,65,50,Yes,
2011-09-15,56,1,100,NA,50,40,Yes,
2011-09-15,57,1,100,NA,70,80,No,
2011-09-15,58,1,95,95,65,NA,No,
2011-09-15,59,1,100,55,50,NA,Yes,
2011-09-15,60,1,100,NA,100,NA,No,
2011-09-14,61,1,100,NA,45,45,Yes,
2011-09-14,63,1,100,NA,70,NA,No,
2011-09-14,63,5,NA,60,85,NA,No,
2011-09-14,64,1,100,NA,65,70,Yes,
2011-09-15,65,1,85,75,100,25,Yes,
2011-09-15,66,1,100,NA,35,NA,No,
2011-09-15,67,1,100,NA,40,60,Yes,
2011-09-15,68,1,100,NA,65,50,Yes,
2011-09-15,68,5,100,NA,75,NA,No,
2011-09-15,69,1,100,90,40,NA,No,
2011-09-15,70,1,100,NA,95,NA,Yes,
2011-09-15,71,1,100,NA,90,NA,No,
2011-09-15,72,1,100,NA,55,NA,Yes,
2011-09-15,73,1,85,NA,100,NA,No,
2011-09-15,74,1,100,NA,65,50,Yes,
2011-09-15,75,1,85,65,75,50,No,
2011-09-15,76,1,100,NA,85,50,No,
2011-09-15,77,1,100,NA,75,NA,No,
2011-09-15,78,1,100,NA,70,50,Yes,
2011-09-15,79,1,90,NA,100,NA,No,
2011-09-15,80,1,85,85,75,50,Yes,
2011-09-14,81,1,100,NA,80,80,Yes,
2011-09-14,82,1,100,NA,55,NA,No,
2011-09-14,83,1,100,NA,85,NA,Yes,
2011-09-14,83,5,NA,0,60,NA,No,
2011-09-14,84,1,100,NA,80,NA,No,
2011-09-14,85,1,95,85,70,NA,No,
2011-09-14,86,1,70,70,100,NA,No,
2011-09-14,87,1,100,NA,35,NA,Yes,
2011-09-14,88,1,100,NA,75,NA,No,
2011-09-14,88,5,NA,0,85,NA,No,
2011-09-15,89,1,90,90,80,NA,Yes,
2011-09-15,90,1,65,65,100,NA,Yes,
2011-09-15,91,1,100,NA,95,NA,No,
2011-09-15,91,5,100,NA,80,0,Yes,
2011-09-15,92,1,100,NA,60,NA,Yes,
2011-09-15,93,1,100,NA,75,NA,Yes,
2011-09-15,93,5,NA,0,80,NA,No,
2011-09-15,94,1,100,NA,85,NA,No,
2011-09-15,94,1,100,NA,90,NA,No,
2011-09-15,95,1,100,NA,80,50,Yes,
2011-09-15,96,1,100,NA,85,NA,Yes,
2011-09-15,96,5,NA,NA,100,NA,No,
